Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph),Relative Humidity (%),Heat Index (F),Users Thermostat (F)
2016,10,29,92,67,2.9,26,89,80
2016,10,30,89,67,4.5,30,87,84
2016,10,31,83,65,4.3,41,82,81
2016,11,1,78,60,3.6,33,78,78
2016,11,2,82,57,2.9,27,80,79
2016,11,3,82,62,7.6,57,84,80
2016,11,4,78,58,3.1,66,78,78
2016,11,5,79,59,2.7,55,79,79
2016,11,6,81,57,2.9,51,82,81
2016,11,7,84,59,3.1,45,84,81
2016,11,8,88,65,7.6,33,86,81
2016,11,9,84,67,6.3,30,82,81
2016,11,10,82,61,5.8,36,81,80
2016,11,11,81,63,4.9,39,81,79
2016,11,12,81,61,4.3,36,80,79
2016,11,13,82,60,3.6,34,81,80
2016,11,14,83,57,4.3,28,81,79
2016,11,15,84,55,4.3,26,82,79
2016,11,16,77,57,3.6,26,76,76
2016,11,17,71,53,4.5,28,70,70
2016,11,18,74,47,5.1,17,73,73
2016,11,19,82,57,7.8,22,80,79
2016,11,20,75,60,5.1,36,74,74
2016,11,21,66,50,5.4,68,66,66
2016,11,22,68,46,2.2,58,68,68
2016,11,23,73,49,3.6,44,72,72
2016,11,24,77,49,7.4,33,76,76
2016,11,25,79,51,7.2,29,78,78
2016,11,26,71,59,6.5,45,70,70
2016,11,27,61,46,5.4,74,60,63
2016,11,28,54,44,2.5,72,53,64
2016,11,29,58,40,3.1,49,57,62
2016,11,30,60,39,3.4,37,58,64
2016,12,1,60,37,2.7,37,58,60
2016,12,2,59,44,2.9,40,58,65
2016,12,3,70,48,5.6,43,70,70
2016,12,4,68,45,3.4,31,67,67
2016,12,5,64,41,2.9,33,63,60
2016,12,6,62,47,3.6,62,62,63
2016,12,7,62,45,2.2,62,62,61
2016,12,8,66,42,2.7,48,66,66
2016,12,9,68,45,3.6,52,68,68
2016,12,10,69,47,3.1,54,68,68
2016,12,11,70,49,2.2,55,70,70
2016,12,12,71,49,2.5,55,70,70
2016,12,13,72,52,2.9,59,72,72
2016,12,14,74,52,2.9,60,74,74
2016,12,15,73,50,3.1,43,72,72
2016,12,16,70,56,5.6,71,70,70
2016,12,17,64,41,5.6,49,63,61
2016,12,18,62,35,4.9,34,60,60
2016,12,19,70,43,7.6,37,69,69
2016,12,20,71,51,4.3,42,70,70
2016,12,21,70,57,4.3,68,70,70
2016,12,22,63,54,4.7,93,63,60
2016,12,23,59,50,1.8,86,59,61
2016,12,24,59,44,7.2,85,59,60
2016,12,25,51,39,3.4,72,50,65
2016,12,26,61,37,4.5,53,60,60
2016,12,27,72,42,4.5,49,72,72
2016,12,28,64,46,4.5,50,63,60
2016,12,29,76,49,8.1,47,76,76
2016,12,30,70,53,4.5,60,70,70
2016,12,31,59,52,3.4,74,58,65
2017,1,1,56,49,5.1,86,56,61
2017,1,2,55,47,3.1,72,54,64
2017,1,3,60,44,2.7,60,60,64
2017,1,4,64,44,2.5,48,63,62
2017,1,5,64,46,4.3,66,64,61
2017,1,6,63,47,4,63,62,63
2017,1,7,65,44,5.1,43,64,60
2017,1,8,72,49,4.7,51,72,72
2017,1,9,65,50,2.9,65,64,62
2017,1,10,67,49,2.7,62,66,66
2017,1,11,62,48,2,56,62,65
2017,1,12,66,46,2.9,62,66,66
2017,1,13,68,53,2.9,57,68,68
2017,1,14,71,53,5.4,67,71,71
2017,1,15,56,49,4,84,56,62
2017,1,16,60,47,2.2,75,60,64
2017,1,17,64,44,2.7,63,64,60
2017,1,18,63,42,2.2,59,62,64
2017,1,19,53,45,2.7,72,52,62
2017,1,20,51,46,6.3,88,50,64
2017,1,21,57,43,7.6,77,56,65
2017,1,22,58,41,4,65,58,60
2017,1,23,56,46,4.5,80,56,62
2017,1,24,52,39,2.7,73,51,60
2017,1,25,55,35,2.5,54,54,60
2017,1,26,57,36,3.6,52,56,63
2017,1,27,57,38,7.6,46,56,64
2017,1,28,64,32,4.7,49,63,64
2017,1,29,72,39,6.9,49,72,72
2017,1,30,76,47,5.1,43,76,76
2017,1,31,72,44,3.1,44,72,72
2017,2,1,72,45,2.9,42,72,72
2017,2,2,70,46,3.4,44,70,70
2017,2,3,71,46,2.9,49,70,70
2017,2,4,72,45,3.1,47,72,72
2017,2,5,74,47,3.1,42,74,74
2017,2,6,64,54,3.1,60,64,60
2017,2,7,69,53,2.9,71,69,69
2017,2,8,74,53,2.7,68,74,74
2017,2,9,81,54,2.9,56,83,80
2017,2,10,80,54,3.1,51,81,80
2017,2,11,75,59,3.8,61,75,75
2017,2,12,74,59,4.5,68,74,74
2017,2,13,72,56,4,59,72,72
2017,2,14,73,52,2.9,56,73,73
2017,2,15,73,53,5.1,47,72,72
2017,2,16,73,48,2.9,42,72,72
2017,2,17,72,55,5.1,53,72,72
2017,2,18,66,49,8.5,76,66,66
2017,2,19,57,48,4,88,57,64
2017,2,20,67,49,2,71,67,67
2017,2,21,74,50,2.7,64,74,74
2017,2,22,73,53,3.8,60,73,73
2017,2,23,62,45,5.4,53,61,60
2017,2,24,60,37,2.5,39,59,63
2017,2,25,63,37,2.7,37,62,61
2017,2,26,66,50,2.9,52,66,66
2017,2,27,59,48,4.3,75,58,63
2017,2,28,63,48,4,79,63,65
2017,3,1,69,44,5.4,53,68,68
2017,3,2,77,43,8.7,39,76,76
2017,3,3,77,51,7.8,43,76,76
2017,3,4,77,52,4.9,45,77,77
2017,3,5,72,52,5.8,53,72,72
2017,3,6,64,45,3.6,52,64,65
2017,3,7,74,44,3.6,39,74,74
2017,3,8,82,47,3.1,40,81,79
2017,3,9,84,49,3.4,40,83,82
2017,3,10,87,50,3.6,40,87,85
2017,3,11,87,53,2.5,37,86,81
2017,3,12,86,56,3.1,39,85,80
2017,3,13,89,58,4,38,89,88
2017,3,14,91,55,3.1,38,91,76
2017,3,15,89,57,3.1,37,88,86
2017,3,16,91,58,3.1,36,91,76
2017,3,17,90,59,3.4,38,90,74
2017,3,18,91,59,3.6,35,90,74
2017,3,19,93,60,2.7,32,92,74
2017,3,20,92,60,4,37,93,76
2017,3,21,88,60,4.3,41,88,83
2017,3,22,79,57,4.3,55,79,79
2017,3,23,68,50,6.5,66,68,68
2017,3,24,75,45,2.9,41,74,74
2017,3,25,80,51,4.5,41,80,79
2017,3,26,79,50,3.1,40,78,78
2017,3,27,80,52,5.4,43,80,79
2017,3,28,77,50,4.7,44,76,76
2017,3,29,84,54,4,36,83,79
2017,3,30,87,54,7.4,31,85,84
2017,3,31,64,51,6.5,43,63,61
2017,4,1,71,47,2.9,44,70,70
2017,4,2,80,49,4.7,41,80,79
2017,4,3,82,52,6,39,81,80
2017,4,4,78,51,4.7,38,78,78
2017,4,5,83,54,4.9,27,81,80
2017,4,6,88,55,4,28,85,81
2017,4,7,87,59,3.6,26,84,80
2017,4,8,84,56,5.4,28,82,81
2017,4,9,78,49,3.4,33,78,78
2017,4,10,82,50,3.1,27,80,79
2017,4,11,86,52,3.6,25,83,80
2017,4,12,89,56,2.9,22,86,80
2017,4,13,90,59,4.7,27,87,79
2017,4,14,86,53,3.8,32,84,80
2017,4,15,85,54,3.1,26,82,81
2017,4,16,88,53,3.4,24,85,83
2017,4,17,89,57,3.1,23,86,80
2017,4,18,91,59,4.5,31,89,81
2017,4,19,87,64,3.8,30,85,81
2017,4,20,90,56,4,23,87,82
2017,4,21,92,58,5.1,22,89,82
2017,4,22,93,61,3.1,21,89,88
2017,4,23,96,62,6.7,21,93,74
2017,4,24,88,66,7.4,24,85,83
2017,4,25,87,65,8.5,35,86,85
2017,4,26,87,60,5.1,24,84,80
2017,4,27,87,62,5.4,29,85,80
2017,4,28,87,62,8.5,26,84,83
2017,4,29,80,56,5.1,23,80,79
2017,4,30,84,55,4.9,20,81,79
2017,5,1,91,57,3.4,17,87,80
2017,5,2,94,61,4.3,19,90,77
2017,5,3,98,64,3.6,22,96,74
2017,5,4,101,69,3.6,18,98,78
2017,5,5,105,73,5.1,17,103,76
2017,5,6,96,70,9.6,24,94,74
2017,5,7,71,59,6.9,34,70,70
2017,5,8,81,57,5.4,30,80,79
2017,5,9,72,55,3.4,49,72,72
2017,5,10,78,56,3.6,44,78,78
2017,5,11,89,59,3.6,37,88,82
2017,5,12,95,65,4,29,94,75
2017,5,13,96,63,6,23,93,75
2017,5,14,91,66,6.3,24,88,79
2017,5,15,84,62,8.1,27,82,80
2017,5,16,76,57,5.1,31,76,76
2017,5,17,82,54,5.4,34,81,80
2017,5,18,85,63,5.6,29,83,82
2017,5,19,85,59,4.5,25,82,80
2017,5,20,94,61,4.5,19,90,74
2017,5,21,99,66,4.9,15,95,75
2017,5,22,103,70,3.8,15,99,78
2017,5,23,103,69,4.9,15,99,75
2017,5,24,104,69,6.3,15,100,75
2017,5,25,98,75,7.8,17,94,77
2017,5,26,92,66,6.7,24,89,83
2017,5,27,94,65,4,20,90,76
2017,5,28,99,67,3.8,14,95,77
2017,5,29,101,67,4.7,12,95,74
2017,5,30,100,70,4.3,19,97,75
2017,5,31,99,73,6,29,100,74
2017,6,1,96,72,4.5,18,92,76
2017,6,2,100,69,4,19,97,78
2017,6,3,105,72,5.6,16,102,75
2017,6,4,105,74,5.4,18,103,74
2017,6,5,105,73,4.7,15,102,77
2017,6,6,104,74,4.5,17,101,75
2017,6,7,104,74,4.7,16,101,77
2017,6,8,102,72,4.5,12,96,78
2017,6,9,103,72,5.6,14,99,76
2017,6,10,98,74,5.6,18,94,75
2017,6,11,98,71,7.6,23,96,77
2017,6,12,90,71,6,21,86,83
2017,6,13,94,62,3.4,8,84,82
2017,6,14,100,63,3.8,6,87,79
2017,6,15,104,68,4,6,90,75
2017,6,16,107,70,4,7,94,76
2017,6,17,108,70,4.5,9,98,78
2017,6,18,111,72,4.5,11,104,77
2017,6,19,116,80,4.3,10,111,77
2017,6,20,117,83,5.1,13,115,76
2017,6,21,116,85,5.6,13,114,78
2017,6,22,111,86,6.3,19,113,74
2017,6,23,111,83,5.1,19,113,78
2017,6,24,113,80,4.3,16,113,74
2017,6,25,113,91,6.3,18,115,75
2017,6,26,111,86,5.1,19,113,77
2017,6,27,108,80,6.7,9,98,75
2017,6,28,106,75,5.1,17,104,78
2017,6,29,105,77,3.8,14,101,78
2017,6,30,107,78,3.6,13,103,76
2017,7,1,108,74,4.7,11,101,78
2017,7,2,106,77,4.9,15,103,75
2017,7,3,106,82,4.9,20,106,75
2017,7,4,109,78,4.7,20,110,74
2017,7,5,111,78,5.4,18,112,75
2017,7,6,110,87,3.1,18,110,75
2017,7,7,115,87,6.3,18,118,75
2017,7,8,110,94,7.4,23,115,75
2017,7,9,107,85,6.7,34,120,75
2017,7,10,108,86,5.6,32,120,74
2017,7,11,102,84,4.3,41,115,74
2017,7,12,107,83,3.8,40,127,76
2017,7,13,108,85,4.9,35,123,78
2017,7,14,106,85,4.3,36,120,78
2017,7,15,107,83,3.6,43,131,76
2017,7,16,102,73,3.1,54,129,77
2017,7,17,98,76,3.4,72,137,74
2017,7,18,101,80,2.9,60,133,75
2017,7,19,103,81,3.1,55,134,76
2017,7,20,103,83,2,49,126,75
2017,7,21,103,80,3.6,49,126,77
2017,7,22,104,82,4,51,132,75
2017,7,23,101,80,4,51,122,77
2017,7,24,89,74,2.7,82,111,78
2017,7,25,100,81,3.4,57,126,75
2017,7,26,105,80,3.4,41,123,74
2017,7,27,108,82,3.8,37,126,74
2017,7,28,99,84,4.5,71,140,75
2017,7,29,101,82,3.1,63,137,77
2017,7,30,98,81,2,64,127,75
2017,7,31,106,87,2.5,48,134,77
2017,8,1,100,86,4.5,51,119,75
2017,8,2,97,85,6.3,64,123,77
2017,8,3,103,73,3.8,61,142,78
2017,8,4,102,77,2.7,55,130,77
2017,8,5,102,82,4,41,115,74
2017,8,6,103,81,3.4,34,111,75
2017,8,7,104,78,2.9,27,107,75
2017,8,8,106,79,2.2,24,109,76
2017,8,9,109,80,3.1,24,114,76
2017,8,10,103,83,3.4,39,115,74
2017,8,11,106,79,4,54,143,78
2017,8,12,102,82,3.6,48,122,75
2017,8,13,99,74,2.9,54,119,74
2017,8,14,101,82,4,43,114,77
2017,8,15,99,78,4.9,28,100,77
2017,8,16,99,72,4,29,100,77
2017,8,17,101,77,2.7,21,99,75
2017,8,18,104,73,2.9,21,103,77
2017,8,19,102,75,3.8,26,103,75
2017,8,20,99,77,3.6,32,102,75
2017,8,21,101,81,3.6,30,104,77
2017,8,22,106,80,2.7,30,114,77
2017,8,23,104,78,4.5,34,113,75
2017,8,24,101,78,3.8,42,113,78
2017,8,25,106,82,3.1,28,112,78
2017,8,26,110,82,2.5,25,117,74
2017,8,27,107,84,4.3,31,117,77
2017,8,28,108,87,4,26,114,74
2017,8,29,106,87,4,27,111,75
2017,8,30,106,86,4.5,26,110,78
2017,8,31,106,83,6,18,105,77
2017,9,1,107,80,3.6,21,108,75
2017,9,2,101,82,2.9,39,111,76
2017,9,3,101,81,5.1,41,112,74
2017,9,4,102,78,4.5,44,118,76
2017,9,5,105,81,3.4,34,115,75
2017,9,6,106,83,4.7,24,109,74
2017,9,7,102,82,3.6,33,108,74
2017,9,8,95,81,3.6,39,98,76
2017,9,9,94,79,2.9,56,107,78
2017,9,10,103,77,3.4,40,116,75
2017,9,11,105,87,5.1,29,111,77
2017,9,12,108,83,3.6,26,114,78
2017,9,13,105,82,4,28,110,78
2017,9,14,99,82,7.2,29,100,74
2017,9,15,94,74,5.1,32,94,74
2017,9,16,93,71,3.4,26,91,75
2017,9,17,95,70,3.8,25,93,77
2017,9,18,95,68,4,20,91,77
2017,9,19,96,66,5.4,24,94,74
2017,9,20,76,75,5.6,24,75,75
2017,9,21,94,70,6.7,26,92,74
2017,9,22,85,71,5.1,31,83,80
2017,9,23,82,57,4.3,19,80,79
2017,9,24,84,56,3.1,17,81,79
2017,9,25,87,57,4.3,15,83,79
2017,9,26,87,59,3.1,14,83,82
2017,9,27,88,63,2.9,14,84,83
2017,9,28,92,66,3.4,21,88,84
2017,9,29,95,69,4,24,92,75
2017,9,30,95,67,4.7,21,92,74
2017,10,1,93,67,4.7,21,89,79
2017,10,2,88,67,5.1,31,86,80
2017,10,3,92,65,5.1,30,90,74
2017,10,4,95,68,3.1,23,92,78
2017,10,5,95,70,3.6,18,91,78
2017,10,6,95,62,3.4,13,90,77
2017,10,7,94,61,5.1,11,87,85
2017,10,8,91,59,4.5,13,87,86
2017,10,9,88,64,4.7,18,84,81
2017,10,10,89,62,6.7,19,85,83
2017,10,11,93,69,6.7,22,90,78
2017,10,12,92,61,3.6,18,88,86
2017,10,13,92,63,3.1,20,88,86
2017,10,14,92,62,2.9,19,88,82
2017,10,15,95,66,5.6,9,86,79
2017,10,16,96,69,5.1,18,92,75
2017,10,17,95,72,3.8,29,94,77
2017,10,18,93,68,3.4,26,91,77
2017,10,19,93,71,4.3,24,90,76
2017,10,20,85,65,6.3,35,84,79
2017,10,21,82,59,2.7,30,80,79
2017,10,22,91,58,4.3,13,87,83
2017,10,23,95,63,5.1,16,91,74
2017,10,24,97,68,7.2,19,94,78
2017,10,25,92,72,5.6,18,88,86
2017,10,26,90,61,4.3,19,86,80
2017,10,27,89,62,4.7,18,85,80
2017,10,28,89,61,4.9,15,85,81
2017,10,29,89,61,4.5,18,85,79
2017,10,30,83,63,3.1,26,81,80
2017,10,31,78,62,3.1,44,78,78
2017,11,1,80,60,3.6,41,80,79
2017,11,2,78,58,2.9,52,78,78
2017,11,3,78,59,3.4,54,78,78
2017,11,4,79,65,4,45,79,79
2017,11,5,76,56,3.4,44,76,76
2017,11,6,78,55,2.5,41,78,78
2017,11,7,77,61,2.7,43,76,76
2017,11,8,81,58,2,48,81,80
2017,11,9,83,59,3.4,35,82,81
2017,11,10,82,56,3.1,33,81,80
2017,11,11,83,54,2.5,25,81,80
2017,11,12,84,54,3.1,19,81,80
2017,11,13,85,61,2.7,19,82,80
2017,11,14,83,56,2.9,18,80,79
2017,11,15,81,55,3.1,17,79,79
2017,11,16,83,56,3.1,16,80,79
2017,11,17,74,58,3.6,27,73,73
2017,11,18,78,54,5.1,20,77,77
2017,11,19,80,52,5.1,15,79,79
2017,11,20,76,52,3.4,20,75,75
2017,11,21,78,51,3.4,22,78,78
2017,11,22,86,57,5.4,24,83,82
2017,11,23,85,55,4.3,29,83,79
2017,11,24,83,52,3.4,25,81,79
2017,11,25,83,54,3.6,26,81,80
2017,11,26,87,54,3.4,18,84,82
2017,11,27,79,52,5.6,31,78,78
2017,11,28,73,46,3.6,35,72,72
2017,11,29,75,55,4,23,74,74
2017,11,30,74,60,3.1,24,73,73
2017,12,1,78,57,3.1,34,78,78
2017,12,2,80,55,2.9,33,80,79
2017,12,3,78,54,3.6,45,78,78
2017,12,4,72,47,2.9,34,71,71
2017,12,5,69,45,5.4,29,68,68
2017,12,6,75,51,7.4,17,74,74
2017,12,7,66,44,5.6,14,64,65
2017,12,8,63,38,2.7,20,62,60
2017,12,9,76,39,5.6,20,75,75
2017,12,10,77,52,7.2,14,76,76
2017,12,11,77,52,5.1,12,76,76
2017,12,12,77,45,6.7,11,76,76
2017,12,13,74,45,3.8,13,73,73
2017,12,14,74,41,5.8,21,73,73
2017,12,15,70,45,4.7,20,69,69
2017,12,16,65,46,4.5,29,64,65
2017,12,17,60,47,4,55,59,60
2017,12,18,65,44,3.1,52,64,60
2017,12,19,63,40,2.7,51,62,62
2017,12,20,65,42,3.6,48,64,60
2017,12,21,57,42,5.4,46,56,65
2017,12,22,56,34,2.9,31,54,60
2017,12,23,62,35,2.9,22,60,60
2017,12,24,68,38,3.4,19,66,66
2017,12,25,66,42,3.1,20,64,64
2017,12,26,68,39,2.7,16,66,66
2017,12,27,72,42,3.6,23,71,71
2017,12,28,74,43,3.6,18,73,73
2017,12,29,76,42,3.6,17,75,75
2017,12,30,74,42,3.4,17,73,73
2017,12,31,69,43,2.9,40,68,68
2018,1,1,73,40,3.1,15,72,72
2018,1,2,75,46,5.1,17,74,74
2018,1,3,75,51,6.9,13,74,74
2018,1,4,75,53,2.9,19,74,74
2018,1,5,75,48,3.1,24,74,74
2018,1,6,72,49,2.7,29,71,71
2018,1,7,75,52,3.1,31,74,74
2018,1,8,74,55,3.1,26,73,73
2018,1,9,76,51,6.7,49,76,76
2018,1,10,59,49,4,71,58,65
2018,1,11,67,45,2.7,53,66,66
2018,1,12,69,46,3.4,39,68,68
2018,1,13,78,46,5.4,30,78,78
2018,1,14,76,52,5.8,28,76,76
2018,1,15,72,47,2.9,32,71,71
2018,1,16,72,50,6,32,71,71
2018,1,17,69,47,4.5,31,68,68
2018,1,18,72,43,4.3,31,71,71
2018,1,19,73,46,4,29,72,72
2018,1,20,59,44,6.3,48,58,65
2018,1,21,56,35,4,40,54,64
2018,1,22,59,36,4,29,58,60
2018,1,23,72,40,7.2,27,71,71
2018,1,24,74,42,7.2,22,73,73
2018,1,25,72,46,6.3,23,71,71
2018,1,26,66,40,2.7,33,65,65
2018,1,27,72,41,5.8,20,71,71
2018,1,28,80,44,8.9,19,80,79
2018,1,29,81,54,8.3,21,79,79
2018,1,30,79,51,4.7,19,78,78
2018,1,31,77,48,3.4,19,76,76
2018,2,1,77,47,3.1,18,76,76
2018,2,2,77,48,2.9,18,76,76
2018,2,3,75,46,2.9,22,74,74
2018,2,4,77,50,3.4,23,76,76
2018,2,5,77,49,2.9,22,76,76
2018,2,6,76,49,5.4,21,75,75
2018,2,7,76,48,5.4,18,75,75
2018,2,8,82,51,4.7,15,80,79
2018,2,9,79,49,3.8,17,78,78
2018,2,10,75,53,4.3,21,74,74
2018,2,11,73,52,5.8,30,72,72
2018,2,12,62,51,6.5,60,62,61
2018,2,13,70,54,3.8,57,70,70
2018,2,14,60,49,3.1,58,59,62
2018,2,15,65,52,2.2,70,64,62
2018,2,16,66,50,2.9,57,66,66
2018,2,17,68,46,2.9,55,68,68
2018,2,18,69,47,4.5,49,68,68
2018,2,19,63,43,8.7,55,62,61
2018,2,20,57,34,2.9,28,56,63
2018,2,21,58,35,4,27,56,62
2018,2,22,58,34,3.6,29,56,63
2018,2,23,58,36,5.8,40,56,63
2018,2,24,57,37,2.9,35,56,65
2018,2,25,62,35,2.5,24,60,60
2018,2,26,66,37,4,24,64,60
2018,2,27,65,40,6.7,44,64,64
2018,2,28,57,42,3.1,48,56,64
2018,3,1,67,42,3.6,38,66,66
2018,3,2,73,43,3.6,30,72,72
2018,3,3,72,44,4,31,71,71
2018,3,4,64,48,5.4,42,63,65
2018,3,5,71,46,4.5,22,70,70
2018,3,6,77,49,5.6,18,76,76
2018,3,7,76,50,4,19,75,75
2018,3,8,78,53,3.1,18,77,77
2018,3,9,80,50,3.8,20,80,79
2018,3,10,73,60,2.7,44,72,72
2018,3,11,73,56,2.7,63,73,73
2018,3,12,81,58,3.6,43,81,80
2018,3,13,81,58,3.6,36,80,79
2018,3,14,83,56,6.3,34,82,79
2018,3,15,70,52,6.3,47,70,70
2018,3,16,70,49,3.6,39,70,70
2018,3,17,68,45,4.3,37,67,67
2018,3,18,66,50,5.1,37,65,65
2018,3,19,72,48,3.6,20,71,71
2018,3,20,77,48,4,18,76,76
2018,3,21,80,52,2.9,18,80,79
2018,3,22,85,62,4.7,22,82,81
2018,3,23,82,61,5.1,28,80,79
2018,3,24,78,54,5.6,25,78,78
2018,3,25,73,48,4.9,26,72,72
2018,3,26,71,46,4.7,23,70,70
2018,3,27,74,48,2.5,19,73,73
2018,3,28,77,47,3.6,17,76,76
2018,3,29,84,52,4.3,19,81,80
2018,3,30,86,55,4,17,83,80
2018,3,31,88,58,3.4,15,84,81
2018,4,1,88,64,3.8,16,84,80
2018,4,2,86,61,4.9,19,83,81
2018,4,3,85,55,3.1,23,82,81
2018,4,4,87,60,3.4,19,84,82
2018,4,5,89,59,3.4,18,85,80
2018,4,6,89,63,5.1,18,85,79
2018,4,7,91,66,5.4,27,88,85
2018,4,8,89,66,5.8,26,86,84
2018,4,9,92,61,4.5,10,85,79
2018,4,10,95,65,5.4,10,87,79
2018,4,11,93,62,4.7,10,85,81
2018,4,12,85,65,11,17,82,80
2018,4,13,77,56,8.3,9,76,76
2018,4,14,81,53,4.5,10,76,76
2018,4,15,87,54,3.8,7,77,77
2018,4,16,81,64,5.6,9,75,75
2018,4,17,72,56,5.6,20,71,71
2018,4,18,79,50,4.5,10,78,78
2018,4,19,79,53,8.5,17,78,78
2018,4,20,77,51,5.6,25,76,76
2018,4,21,87,57,3.8,18,84,83
2018,4,22,92,62,3.8,13,88,84
2018,4,23,93,62,3.6,12,87,86
2018,4,24,95,63,3.8,13,90,76
2018,4,25,96,63,3.4,13,91,78
2018,4,26,93,65,4,14,89,83
2018,4,27,96,70,4,14,91,78
2018,4,28,95,68,5.8,15,91,74
2018,4,29,90,62,6.9,15,86,85
2018,4,30,81,63,6.3,27,80,79
2018,5,1,73,60,6.5,36,72,72
2018,5,2,72,58,5.6,33,71,71
2018,5,3,81,53,3.1,24,79,79
2018,5,4,93,63,3.6,18,89,88
2018,5,5,99,69,6,11,92,76
2018,5,6,103,77,6,11,96,76
2018,5,7,99,73,4,11,92,75
2018,5,8,101,67,3.6,9,91,78
2018,5,9,101,68,4.5,9,91,77
2018,5,10,102,68,5.8,11,95,77
2018,5,11,98,75,8.7,17,94,77
2018,5,12,88,68,7.2,26,85,82
2018,5,13,85,62,4.9,24,82,80
2018,5,14,90,66,4.3,19,86,80
2018,5,15,92,65,3.8,17,88,82
2018,5,16,96,66,3.6,11,89,83
2018,5,17,94,65,6.3,12,88,81
2018,5,18,90,66,4.3,15,86,85
2018,5,19,93,63,4,15,89,80
2018,5,20,94,64,5.1,16,90,77
2018,5,21,91,68,5.6,21,87,81
2018,5,22,91,65,6.3,23,88,82
2018,5,23,92,65,4.3,18,88,86
2018,5,24,96,66,4.3,15,92,75
2018,5,25,96,65,5.4,15,92,76
2018,5,26,90,67,7.4,20,86,84
2018,5,27,89,62,3.8,24,86,81
2018,5,28,96,66,3.6,17,92,77
2018,5,29,100,69,3.6,16,96,75
2018,5,30,98,75,4.9,14,93,76
2018,5,31,97,67,5.4,18,93,74
2018,6,1,97,71,3.4,14,92,76
2018,6,2,102,71,4.3,10,94,76
2018,6,3,105,70,3.6,7,93,74
2018,6,4,106,73,4.9,8,95,75
2018,6,5,101,73,4.3,14,97,74
2018,6,6,99,72,3.8,12,93,76
2018,6,7,101,69,4,11,94,76
2018,6,8,105,72,4,8,94,77
2018,6,9,105,73,5.6,9,95,76
2018,6,10,102,71,5.8,10,94,78
2018,6,11,103,71,3.4,8,92,78
2018,6,12,107,73,3.4,7,94,74
2018,6,13,107,81,3.8,10,99,74
2018,6,14,107,81,5.4,15,104,74
2018,6,15,95,82,6.5,29,94,78
2018,6,16,83,74,3.1,55,85,84
2018,6,17,96,73,7.2,35,98,77
2018,6,18,97,66,4.5,23,95,74
2018,6,19,100,69,4,18,97,76
2018,6,20,107,71,4.9,15,104,76
2018,6,21,108,73,5.1,14,105,74
2018,6,22,109,74,4.9,12,104,77
2018,6,23,106,76,6,17,104,76
2018,6,24,102,77,4.3,19,100,77
2018,6,25,103,75,4,14,99,75
2018,6,26,107,77,4.5,9,97,74
2018,6,27,108,74,4.7,11,101,77
2018,6,28,105,76,5.8,15,102,78
2018,6,29,101,79,4.7,19,98,76
2018,6,30,100,78,3.8,14,96,76
2018,7,1,101,77,4,13,96,75
2018,7,2,105,73,4.3,11,98,77
2018,7,3,107,76,5.8,12,101,74
2018,7,4,105,79,4,16,102,77
2018,7,5,113,81,5.1,19,116,77
2018,7,6,110,92,8.9,23,115,75
2018,7,7,111,91,4.7,19,113,78
2018,7,8,108,90,5.1,24,112,74
2018,7,9,104,71,5.1,51,132,75
2018,7,10,94,76,3.6,55,106,76
2018,7,11,97,72,3.4,59,118,75
2018,7,12,98,75,3.6,60,123,76
2018,7,13,103,83,3.1,45,122,78
2018,7,14,99,85,2.5,45,111,77
2018,7,15,96,84,3.6,49,107,76
2018,7,16,102,83,4.3,43,117,77
2018,7,17,103,84,4,47,124,74
2018,7,18,101,82,5.1,45,116,77
2018,7,19,104,84,5.6,40,119,76
2018,7,20,107,87,4.9,37,123,78
2018,7,21,101,78,4.5,36,108,75
2018,7,22,107,80,3.8,27,113,77
2018,7,23,113,84,4.3,23,120,74
2018,7,24,114,86,5.8,21,120,76
2018,7,25,115,87,5.1,20,121,76
2018,7,26,110,91,5.4,22,114,76
2018,7,27,107,89,4.7,28,114,76
2018,7,28,106,82,2,34,118,78
2018,7,29,103,83,5.4,43,119,78
2018,7,30,108,74,4.9,38,127,75
2018,7,31,103,79,3.6,41,117,78
2018,8,1,108,83,2.9,30,118,75
2018,8,2,107,84,4.5,34,120,75
2018,8,3,108,83,3.4,31,119,78
2018,8,4,109,85,3.6,24,114,74
2018,8,5,110,84,3.8,22,114,78
2018,8,6,113,84,4.5,18,115,75
2018,8,7,109,87,4.7,23,113,76
2018,8,8,101,76,4,42,113,76
2018,8,9,99,81,3.8,46,112,78
2018,8,10,99,73,3.4,51,116,74
2018,8,11,101,73,2.9,46,117,78
2018,8,12,100,81,3.4,45,114,78
2018,8,13,100,79,4.7,46,114,77
2018,8,14,102,81,4.5,39,113,74
2018,8,15,95,81,2.9,52,107,77
2018,8,16,99,82,3.6,50,115,78
2018,8,17,101,82,3.1,47,118,75
2018,8,18,105,83,4,40,121,77
2018,8,19,106,86,4,34,118,76
2018,8,20,105,87,4.7,30,112,75
2018,8,21,100,81,4,43,112,78
2018,8,22,100,83,3.6,47,115,76
2018,8,23,100,80,2,51,119,77
2018,8,24,99,77,2.7,51,116,78
2018,8,25,98,79,2.7,53,116,74
2018,8,26,100,80,3.6,42,111,76
2018,8,27,103,81,4.5,28,106,75
2018,8,28,101,75,3.4,24,101,74
2018,8,29,102,76,2.5,22,101,77
