"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT13","WT14","WT16","WT21"
"USW00023293","SAN JOSE, CA US","2010-11-27","9.40"," 1652"," 1651","0.16",,,,"57","44","  300","  300","17.0","21.0","    1",,,,"    1",,,,,"    1",
"USW00023293","SAN JOSE, CA US","2010-11-28","3.13"," 1405"," 1406","0.00",,,,"54","36","  290","  300","13.0","15.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2010-11-29","3.58"," 1404"," 1357","0.00",,,,"58","32","  300","  310","14.1","17.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2010-11-30","1.34"," 1516"," 1819","0.00",,,,"57","35","  330","  360","8.1","10.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2010-12-01","1.34"," 1615"," 1612","0.00",,,,"59","36","  310","  340","8.1","10.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2010-12-02","1.34"," 1210"," 1220","0.00",,,,"60","39","  300","  330","8.1","12.1",,,,,,"    1","    1",,,,
"USW00023293","SAN JOSE, CA US","2010-12-03","1.34"," 2102"," 2046","0.00",,,,"59","46","  210","  190","6.9","10.1",,,,,,"    1","    1",,,,
"USW00023293","SAN JOSE, CA US","2010-12-04","5.82"," 0901"," 0920","0.00",,,,"65","50","  120","  120","23.0","28.0","    1",,,,"    1","    1","    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-05","10.74"," 1312"," 1544","0.24",,,,"67","50","  110","  190","25.1","33.1","    1",,,,"    1",,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-06","7.61"," 0028"," 0027","0.00",,,,"65","48","  110","  110","21.9","29.1","    1",,,,"    1",,,,,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-07","4.03"," 2347"," 1627","0.00",,,,"66","43","  130","  300","13.0","15.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2010-12-08","7.61"," 1227"," 1510","0.15",,,,"60","51","  130","  120","14.1","16.1","    1",,,,"    1",,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-09","1.79"," 2333"," 1555","0.00",,,,"64","57","  120","   30","8.9","13.0","    1",,,,"    1","    1","    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-10","4.70"," 1759"," 1749","0.00",,,,"67","57","  300","  310","13.0","16.1","    1",,,,"    1",,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-11","2.01"," 0506"," 1141","0.00",,,,"64","55","  300","  310","6.9","8.1","    1",,,,,"    1","    1","    1",,,
"USW00023293","SAN JOSE, CA US","2010-12-12","2.24"," 1846"," 1930","0.00",,,,"59","54","  310","  260","8.9","12.1","    1",,,,,"    1","    1","    1",,,
"USW00023293","SAN JOSE, CA US","2010-12-13","2.46"," 0640"," 0640","0.00",,,,"59","52","  300","  310","8.9","10.1","    1",,,,,"    1","    1","    1",,,
"USW00023293","SAN JOSE, CA US","2010-12-14","5.37"," 1822"," 1819","0.27",,,,"61","52","  300","  300","21.9","28.0","    1",,,,"    1","    1","    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-15","2.01"," 1549"," 1611","0.00",,,,"58","42","  290","  300","13.0","15.0","    1",,,,,,,"    1",,,
"USW00023293","SAN JOSE, CA US","2010-12-16","2.01"," 1539"," 1832","0.00",,,,"59","36","  290","  260","8.9","12.1",,,,,"    1",,,,,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-17","5.82"," 2258"," 2254","0.27",,,,"59","48","  160","  140","28.0","40.0","    1",,,,"    1",,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-18","10.07"," 2126"," 2144","0.10",,,,"61","54","  160","  140","19.9","25.1","    1",,,,"    1",,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-19","8.50"," 0858"," 0949","0.75",,,,"61","49","  170","  220","19.9","28.0","    1",,,,"    1",,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-20","10.96"," 0943"," 1059","0.00",,,,"53","47","  120","  100","19.9","23.9",,,,,"    1",,,,,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-21","13.42"," 1619"," 1016","0.12",,,,"59","49","  120","   90","21.0","28.0",,,,,"    1",,,,,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-22","6.71"," 0144"," 0143","0.01",,,,"61","50","  100","  100","17.9","21.9","    1",,,,"    1",,,,,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-23","2.46"," 1600"," 1559","0.00",,,,"61","44","  300","  300","12.1","14.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2010-12-24","2.91"," 0959"," 0959","0.00",,,,"61","43","  110","  110","14.1","17.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2010-12-25","8.05"," 1037"," 1036","0.31",,,,"59","46","  120","  120","30.0","36.0","    1",,,,"    1",,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-26","5.59"," 1024"," 1055","0.00",,,,"61","42","  120","   80","10.1","13.0","    1",,,,"    1",,,,,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-27","2.46"," 1405"," 1250","0.00",,,,"57","44","  310","  320","10.1","13.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2010-12-28","6.26"," 2035"," 2034","0.59",,,,"57","46","  120","  120","21.0","29.1","    1",,,,"    1",,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-29","16.11"," 1259"," 1259","0.24",,,,"54","43","  290","  300","34.9","46.1","    1",,,,"    1",,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2010-12-30","5.14"," 1518"," 1602","0.00",,,,"53","34","  320","  330","15.0","17.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2010-12-31","3.58"," 2355"," 2349","0.00",,,,"52","40","  110","  100","21.0","29.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-01","15.88"," 0351"," 2318","0.01",,,,"56","47","  120","  130","25.1","33.1",,,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-01-02","8.05"," 0009"," 0006","0.22",,,,"53","45","  120","  120","25.9","33.1","    1",,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-01-03","2.24"," 1458"," 1306","0.00",,,,"56","43","  300","  300","8.9","12.1","    1",,,,,,"    1","    1",,,"    1"
"USW00023293","SAN JOSE, CA US","2011-01-04","3.13"," 2011"," 2002","0.00",,,,"58","37","  230","  230","8.1","10.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-05","2.46"," 1550"," 1550","0.00",,,,"58","34","  290","  300","13.0","15.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-06","2.01"," 1806"," 1656","0.00",,,,"55","34","  300","  290","8.1","10.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-07","2.24"," 1622"," 1344","0.00",,,,"48","38","  300","  340","8.9","12.1","    1",,,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-08","2.91"," 1806"," 1733","0.00",,,,"50","43","  310","  320","8.1","12.1","    1",,,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-09","6.49"," 1513"," 1459","0.00",,,,"49","37","  290","  280","14.1","17.0","    1",,,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-10","2.46"," 1437"," 1435","0.00",,,,"53","31","  300","  300","13.0","15.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-11","2.46"," 1745"," 1851","0.03",,,,"50","42","  320","  350","8.9","14.1",,,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-01-12","3.36"," 1435"," 1447","0.00",,,,"60","45","  320","  310","10.1","12.1","    1",,,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-13","4.03"," 1008",,"0.06",,,,"60","43","  120",,"12.1",,"    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-01-14","6.26"," 1328"," 1409","0.00",,,,"63","49","  280","  290","15.0","17.9","    1",,,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-15","2.01"," 1644"," 1644","0.00",,,,"68","44","  320","  330","10.1","13.0","    1",,,,,,,"    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-16","2.68"," 1834"," 1147","0.00",,,,"60","46","  300","   80","12.1","17.0","    1","    1",,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-17","2.24"," 1925"," 1106","0.00",,,,"59","48","  310","  220","8.9","19.9","    1","    1",,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-18","3.80"," 1357"," 1356","0.00",,,,"67","46","  300","  290","13.0","16.1","    1","    1",,,,,,"    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-19","6.04"," 1256"," 1248","0.00",,,,"64","43","  270","  270","17.0","21.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-20","3.13"," 0546"," 0545","0.00",,,,"66","45","  270","  280","16.1","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-21","1.12"," 1851"," 1335","0.00",,,,"67","40","  280","  260","6.0","8.9",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2011-01-22","5.14"," 1618"," 1618","0.00",,,,"72","42","  340","  330","21.0","29.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-23","2.46"," 1641"," 1348","0.00",,,,"71","42","  310","  300","8.1","12.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-24","1.79"," 1811"," 1807","0.00",,,,"68","39","  310","  300","10.1","14.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-25","2.91"," 1407"," 1523","0.00",,,,"70","42","  290","  270","13.0","17.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-26","2.46"," 1559"," 1637","0.00",,,,"70","42","  300","  270","10.1","12.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-27","2.01"," 1642"," 1613","0.00",,,,"69","42","  310","  340","8.9","12.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-01-28","2.91"," 1254"," 1444","0.00",,,,"53","40","  300","  310","13.0","14.1","    1","    1",,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-01-29","4.03"," 1922"," 1922","0.13",,,,"61","49","  160","  160","17.0","21.0","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-01-30","6.26"," 1824"," 1845","0.51",,,,"57","46","  350","  340","15.0","21.0","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-01-31","4.47"," 1925"," 1237","0.00",,,,"60","39","  300","  330","12.1","17.0","    1",,,,,,,"    1",,,
"USW00023293","SAN JOSE, CA US","2011-02-01","6.93"," 1546"," 1548","0.00",,,,"65","48","  340","  340","16.1","23.9","    1",,,,,,,"    1",,,
"USW00023293","SAN JOSE, CA US","2011-02-02","6.93"," 0047"," 0051","0.00",,,,"63","40","  330","  350","23.9","30.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-03","3.13"," 1513"," 0908","0.00",,,,"63","38","  300","  170","10.1","14.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-04","2.91"," 1445"," 1445","0.00",,,,"66","40","  310","  300","14.1","16.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-05","6.49"," 1446"," 1514","0.00",,,,"75","41","  300","  280","17.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-06","6.71"," 1347"," 1110","0.00",,,,"77","52","  320","  340","17.9","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-07","4.47"," 1330"," 1544","0.00",,,,"70","46","  320","  230","16.1","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-08","9.40"," 1454"," 1453","0.00",,,,"62","44","  320","  320","21.0","29.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-09","3.13"," 1615"," 1235","0.00",,,,"63","39","  310","   30","12.1","17.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-10","3.13"," 1839"," 1837","0.00",,,,"65","35","  310","  300","12.1","13.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-11","1.57"," 1718"," 1714","0.00",,,,"69","38","  260","  250","6.9","8.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-12","3.36"," 1638"," 1638","0.00",,,,"70","41","  310","  310","14.1","16.1","    1",,,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-02-13","3.80"," 2303"," 2310","0.00",,,,"63","45","  120","  110","14.1","16.1","    1",,,,,,"    1","    1",,,
"USW00023293","SAN JOSE, CA US","2011-02-14","12.30"," 0818"," 0208","0.00",,,,"60","48","  120","  120","23.0","30.0","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-02-15","12.75"," 1954"," 1953","0.08",,,,"63","51","  150","  150","25.9","36.0","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-02-16","8.95"," 1229"," 0041","0.37",,,,"55","44","  270","   80","23.0","30.0","    1",,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-02-17","13.20"," 1020"," 1011","0.97",,,,"51","44","  100","  110","29.1","40.0","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-02-18","6.49"," 2241"," 2239","0.81",,,,"58","40","  280","  280","19.9","25.1","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-02-19","7.16"," 1017"," 1016","0.25",,,,"47","37","  110","  110","16.1","21.9","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-02-20","3.13"," 1708"," 1727","0.00",,,,"55","36","  280","  270","13.0","15.0","    1","    1",,,,,,"    1",,,"    1"
"USW00023293","SAN JOSE, CA US","2011-02-21","3.80"," 0913"," 1446","0.00",,,,"55","34","  130","   50","10.1","15.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-22","5.14"," 1719"," 1905","0.00",,,,"58","36","  310","  340","15.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-23","4.47"," 1614"," 1612","0.00",,,,"56","37","  310","  320","17.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-24","6.49"," 2349"," 1904","0.13",,,,"54","39","  110","   90","15.0","17.9",,,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-02-25","10.51"," 0958"," 0955","0.54",,,,"53","39","  300","  300","23.0","31.1","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-02-26","5.82"," 1418"," 1518","0.00",,,,"49","33","  310","  300","17.0","21.9",,,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-02-27","4.92"," 1744"," 1712","0.00",,,,"59","32","  320","  320","17.0","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-02-28","4.47"," 1113"," 1435","0.00",,,,"59","37","  160","  210","14.1","17.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-01","8.05"," 2347"," 2345","0.00",,,,"62","37","  110","  110","25.1","32.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-02","13.20"," 0223"," 0223","0.00",,,,"62","44","  120","  120","29.1","34.9","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-03","4.47"," 1633"," 1318","0.00",,,,"67","50","  300","   80","16.1","23.0",,,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-04","2.68"," 1734"," 1623","0.00",,,,"67","42","  300","  300","14.1","17.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-05","4.70"," 1714"," 1702","0.01",,,,"66","45","  310","  320","14.1","17.0","    1",,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-06","8.28"," 1621"," 1626","0.12",,,,"61","54","  180","  180","17.0","23.0","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-07","14.09"," 1128"," 1140","0.00",,,,"58","49","  280","  280","25.9","33.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-08","5.37"," 2002"," 1258","0.01",,,,"62","50","  310","  310","14.1","19.9","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-09","3.80"," 1929"," 1929","0.00",,,,"66","45","  300","  310","13.0","15.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-10","4.47"," 1444"," 1734","0.00",,,,"67","44","  250","  290","15.0","28.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-11","6.93"," 1308"," 1320","0.00",,,,"60","47","  310","  330","17.0","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-12","5.14"," 1744"," 1153","0.00",,,,"63","43","  300","  270","13.0","17.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-13","8.28"," 1246"," 0944","0.02",,,,"65","49","  110","  130","19.9","23.0","    1",,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-14","6.04"," 1518"," 0504","0.00",,,,"69","56","  330","  110","14.1","17.0","    1",,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-15","7.61"," 1322"," 1245","0.02",,,,"70","56","  160","  160","14.1","17.9","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-16","7.83"," 1300"," 1530","0.12",,,,"60","46","  320","  320","16.1","19.9","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-17","3.80"," 1705"," 1641","0.00",,,,"64","41","  310","  300","17.0","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-18","11.18"," 1119"," 1119","0.63",,,,"57","45","  190","  190","23.0","31.1","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-19","16.33"," 2149"," 2149","0.91",,,,"53","44","  120","  120","32.0","44.1","    1",,,,,,"    1",,,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-20","9.40"," 0105"," 0110","0.29",,,,"56","45","  160","  170","25.1","34.9","    1",,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-21","4.92"," 1630"," 1656","0.42",,,,"56","43","  270","  260","15.0","21.0",,,"    1","    1","    1",,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-22","10.07"," 2346"," 2333","0.02",,,,"60","44","  120","  120","19.9","23.9",,,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-23","11.41"," 0221"," 0220","0.56",,,,"57","47","  120","  110","29.1","38.9","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-24","10.51"," 1022"," 0917","0.93",,,,"54","43","  110","  100","28.0","38.0","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-25","8.05"," 1202"," 1612","0.05",,,,"58","43","  110","  170","16.1","21.0","    1",,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-26","9.40"," 0833"," 0832","0.19",,,,"58","47","  110","  100","23.0","30.0","    1",,,,,,"    1","    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-27","3.80"," 2122"," 2135","0.02",,,,"62","40","  310","  290","14.1","16.1","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-03-28","7.16"," 1950"," 1948","0.00",,,,"63","47","  320","  320","19.9","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-29","7.16"," 1421"," 1404","0.00",,,,"66","43","  290","  310","21.0","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-30","4.47"," 1140"," 1231","0.00",,,,"79","50","  300","  270","13.0","17.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-03-31","3.80"," 1540"," 1608","0.00",,,,"81","54","  300","  280","13.0","16.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-01","3.80"," 1612"," 1554","0.00",,,,"84","50","  300","  300","16.1","17.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-02","4.47"," 1421"," 1421","0.00",,,,"66","50","  320","  320","19.9","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-03","5.82"," 1922"," 1919","0.00",,,,"66","45","  300","  310","17.0","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-04","5.59"," 1647"," 1918","0.00",,,,"78","45","  300","  340","14.1","21.0",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2011-04-05","6.71"," 1600"," 1559","0.00",,,,"68","50","  320","  320","23.0","28.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-06","8.72"," 1313"," 1326","0.00",,,,"64","46","  310","  310","23.9","29.1",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2011-04-07","11.41"," 1803"," 1408","0.09",,,,"57","45","  240","  270","21.0","28.0","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-04-08","5.59"," 1425"," 1340","0.03",,,,"59","40","   90","  280","15.0","21.9",,,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-04-09","6.71"," 1333"," 1555","0.00",,,,"64","39","  320","  230","21.0","38.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-10","6.93"," 1747"," 1747","0.00",,,,"63","41","  300","  300","19.9","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-11","7.38"," 1737"," 1610","0.00",,,,"64","46","  300","  300","17.9","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-12","6.49"," 1628"," 1730","0.00",,,,"64","41","  300","  300","23.0","28.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-13","7.38"," 1528"," 1159","0.05",,,,"60","43","  310","  350","17.9","23.9",,,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-04-14","6.71"," 1822"," 1812","0.00",,,,"64","43","  310","  340","16.1","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-15","8.50"," 1615"," 1612","0.00",,,,"71","45","  310","  310","19.9","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-16","10.51"," 1454"," 1455","0.00",,,,"71","54","  330","  330","19.9","19.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-17","6.49"," 1755"," 1756","0.00",,,,"69","56","  310","  320","15.0","19.9","    1",,,,,,,"    1",,,
"USW00023293","SAN JOSE, CA US","2011-04-18","2.91"," 1158"," 1156","0.00",,,,"66","56","  310","  350","14.1","21.0","    1",,,,,,"    1",,,"    1",
"USW00023293","SAN JOSE, CA US","2011-04-19","5.59"," 1821"," 1303","0.01",,,,"71","55","  290","  290","14.1","17.0","    1",,,,,,,"    1","    1",,
"USW00023293","SAN JOSE, CA US","2011-04-20","10.96"," 1555"," 1555","0.00",,,,"69","54","  160","  160","25.1","30.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-21","7.61"," 0415"," 0414","0.02",,,,"64","50","  280","  280","23.0","28.0","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-04-22","6.04"," 1614"," 1520","0.00",,,,"63","46","  310","  330","17.9","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-23","8.05"," 2031"," 2029","0.00",,,,"67","50","  170","  170","17.9","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-24","9.40"," 1220"," 1235","0.00",,,,"66","54","  320","  310","21.0","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-25","10.29"," 1615"," 1633","0.00",,,,"69","50","  320","  350","21.9","28.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-26","8.95"," 1737"," 1736","0.00",,,,"67","49","  310","  310","23.0","28.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-27","6.93"," 1623"," 1553","0.00",,,,"69","46","  310","  330","17.9","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-28","10.51"," 1436"," 1520","0.00",,,,"65","49","  310","  310","23.9","31.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-29","12.30"," 1506"," 1446","0.00",,,,"68","43","  290","  310","23.9","30.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-04-30","10.74"," 1606"," 1545","0.00",,,,"74","50","  320","  310","21.0","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-01","5.14"," 1818"," 1800","0.00",,,,"79","44","  320","  300","17.9","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-02","7.61"," 1607"," 1620","0.00",,,,"76","49","  300","  330","19.9","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-03","6.93"," 1715"," 1818","0.00",,,,"75","48","  300","  320","21.0","23.9",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2011-05-04","5.37"," 1705"," 1939","0.00",,,,"86","52","  300","  340","16.1","19.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-05","5.82"," 1512"," 1509","0.00",,,,"89","55","  300","  300","17.0","21.0",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2011-05-06","9.17"," 1446"," 1430","0.00",,,,"70","49","  320","  330","21.0","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-07","7.61"," 1540"," 1404","0.00",,,,"66","48","  320","  340","21.0","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-08","11.41"," 1703"," 1452","0.00",,,,"62","50","  280","  250","19.9","28.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-09","6.93"," 1600"," 1641","0.00",,,,"69","45","  320","  350","21.0","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-10","7.61"," 1441"," 1552","0.00",,,,"75","47","  310","  330","23.0","30.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-11","6.93"," 1624"," 1614","0.00",,,,"64","52","  320","  290","19.9","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-12","8.05"," 1757"," 1531","0.00",,,,"72","51","  320","  310","19.9","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-13","8.50"," 1515"," 1600","0.00",,,,"68","48","  300","  320","21.9","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2011-05-14","6.04"," 2139"," 1849","0.21",,,,"62","47","  180","  200","17.0","25.9","    1",,,,,,,"    1",,"    1",
"USW00023293","SAN JOSE, CA US","2011-05-15","8.72"," 1123"," 1122","0.07",,,,"60","46","  160","  160","23.9","29.1","    1",,,,,,,,,"    1",
"USW00023293","SAN JOSE, CA US","2011-05-16","12.97"," 2150"," 2150","0.02",,,,"60","48","  100","  110","23.9","31.1",,,,,,,,,,"    1",
