Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph),Relative Humidity (%),Windchill Effect (F),Users Thermostat (F)
2016,10,23,57,41,1.6,82,57,62
2016,10,24,55,39,1.1,78,55,64
2016,10,25,45,35,0.9,89,47,61
2016,10,26,50,34,0.7,97,53,62
2016,10,27,46,32,0.9,91,49,60
2016,10,28,48,31,1.1,95,50,65
2016,10,29,53,47,0.9,100,53,65
2016,10,30,48,42,0.7,96,51,64
2016,10,31,48,41,0.7,95,51,60
2016,11,1,46,41,0.7,96,49,64
2016,11,2,50,40,0.4,93,54,62
2016,11,3,48,43,0.4,96,52,61
2016,11,4,47,34,0.4,98,51,62
2016,11,5,40,30,0.7,85,43,68
2016,11,6,39,34,0.7,98,42,68
2016,11,7,44,28,0.9,88,46,65
2016,11,8,52,28,1.1,87,52,63
2016,11,9,58,32,0.4,96,58,62
2016,11,10,43,33,0.7,89,46,62
2016,11,11,55,36,0.7,91,55,63
2016,11,12,42,31,0.7,82,45,68
2016,11,13,52,38,0.7,88,52,61
2016,11,14,56,37,0.9,96,56,65
2016,11,15,56,40,0.4,98,56,62
2016,11,16,55,50,0.4,100,55,63
2016,11,17,53,47,0.4,100,53,61
2016,11,18,48,43,0.7,99,51,65
2016,11,19,48,43,0.7,100,51,64
2016,11,20,53,41,0.4,100,53,63
2016,11,21,50,35,0.7,93,53,65
2016,11,22,38,33,0.4,95,43,66
2016,11,23,41,33,0.7,95,44,67
2016,11,24,39,31,0.7,88,42,69
2016,11,25,36,32,0.7,79,39,67
2016,11,26,41,29,0.4,88,45,70
2016,11,27,35,31,1.1,98,36,66
2016,11,28,36,31,0.7,89,39,66
2016,11,29,36,30,0.7,89,39,68
2016,11,30,36,32,0.7,100,39,68
2016,12,1,47,32,0.7,100,50,63
2016,12,2,40,32,0.9,94,42,66
2016,12,3,38,28,0.7,93,41,70
2016,12,4,33,26,0.7,85,36,68
2016,12,5,29,22,0.4,72,34,69
2016,12,6,33,22,0.4,77,38,70
2016,12,7,30,22,0.4,79,35,68
2016,12,8,39,28,0.4,92,44,70
2016,12,9,31,24,0.7,83,34,70
2016,12,10,24,10,0.7,69,27,66
2016,12,11,21,9,0.7,69,24,66
2016,12,12,33,11,0.7,84,36,66
2016,12,13,31,18,0.9,88,33,69
2016,12,14,35,18,0.7,91,38,69
2016,12,15,30,6,0.9,87,32,67
2016,12,16,6,1,1.6,77,4,70
2016,12,17,39,3,0.9,86,41,69
2016,12,18,52,32,0.7,100,52,63
2016,12,19,32,7,0.7,53,35,68
2016,12,20,23,4,0.4,67,28,66
2016,12,21,39,22,0.4,90,44,69
2016,12,22,36,25,0.4,94,41,69
2016,12,23,34,28,0.4,92,39,68
2016,12,24,43,31,0.4,97,47,62
2016,12,25,37,16,1.1,75,38,66
2016,12,26,24,12,0.4,65,29,67
2016,12,27,50,24,0.7,95,53,65
2016,12,28,34,24,0.4,91,39,69
2016,12,29,37,21,0.4,84,42,66
2016,12,30,47,29,1.1,88,49,61
2016,12,31,30,19,0.7,78,33,67
2017,1,1,42,26,0.7,95,45,70
2017,1,2,34,22,0.7,79,37,68
2017,1,3,31,18,0.2,76,38,70
2017,1,4,47,31,0.9,98,50,63
2017,1,5,40,25,0.9,80,42,69
2017,1,6,31,19,0.4,78,36,68
2017,1,7,19,12,0.7,67,21,68
2017,1,8,23,9,0.9,86,25,69
2017,1,9,9,1,1.1,83,9,66
2017,1,10,32,2,1.1,85,33,69
2017,1,11,43,29,0.9,97,45,70
2017,1,12,50,29,0.7,100,53,62
2017,1,13,47,14,1.1,78,49,61
2017,1,14,16,7,0.7,52,18,66
2017,1,15,24,6,0.4,68,29,67
2017,1,16,32,5,0.4,69,37,68
2017,1,17,29,36,0.7,73,32,69
2017,1,18,27,10,0.4,78,32,67
2017,1,19,33,22,0.7,88,36,67
2017,1,20,30,26,0.7,90,33,70
2017,1,21,34,24,0.4,86,39,69
2017,1,22,30,25,0.4,86,35,70
2017,1,23,32,23,0.4,76,37,66
2017,1,24,38,19,0.9,87,40,70
2017,1,25,45,34,0.9,100,47,62
2017,1,26,41,33,0.7,94,44,70
2017,1,27,40,31,1.1,86,42,66
2017,1,28,32,26,1.1,70,33,68
2017,1,29,37,25,0.7,84,40,67
2017,1,30,36,26,0.4,83,41,66
2017,1,31,27,18,0.7,68,30,69
2017,2,1,31,12,0.4,79,36,69
2017,2,2,30,19,0.7,82,33,70
2017,2,3,20,11,0.9,67,21,70
2017,2,4,16,9,0.7,69,18,67
2017,2,5,33,6,0.4,77,38,69
2017,2,6,32,13,0.9,76,34,68
2017,2,7,14,6,0.9,64,15,68
2017,2,8,43,10,0.7,93,46,64
2017,2,9,33,20,1.1,80,34,67
2017,2,10,21,3,1.6,80,20,68
2017,2,11,14,1,0.7,72,16,70
2017,2,12,27,36,0.9,79,29,69
2017,2,13,28,21,1.8,89,27,69
2017,2,14,26,19,1.6,89,25,67
2017,2,15,27,20,0.4,87,32,70
2017,2,16,29,23,1.6,90,29,66
2017,2,17,29,22,1.1,90,30,67
2017,2,18,35,18,0.7,88,38,67
2017,2,19,43,31,0.7,99,46,60
2017,2,20,31,24,0.9,91,33,67
2017,2,21,33,20,1.1,88,34,67
2017,2,22,43,20,0.9,89,45,68
2017,2,23,43,29,0.7,98,46,63
2017,2,24,52,37,0.7,100,52,64
2017,2,25,54,36,0.7,100,54,61
2017,2,26,51,26,0.9,88,51,62
2017,2,27,38,22,0.9,71,40,70
2017,2,28,42,27,0.7,77,45,66
2017,3,1,46,33,0.7,99,49,62
2017,3,2,49,23,1.1,90,51,63
2017,3,3,27,14,1.3,53,27,68
2017,3,4,13,7,1.3,52,12,66
2017,3,5,25,7,1.6,59,24,69
2017,3,6,30,14,0.9,70,32,68
2017,3,7,40,17,0.7,76,43,66
2017,3,8,48,30,0.9,99,51,65
2017,3,9,44,25,1.1,86,46,63
2017,3,10,28,15,1.1,54,29,66
2017,3,11,14,-3,1.6,56,12,68
2017,3,12,15,-3,1.1,63,15,67
2017,3,13,30,9,0.7,70,33,68
2017,3,14,43,16,1.6,80,44,66
2017,3,15,43,26,0.9,90,45,66
2017,3,16,33,25,1.1,74,34,69
2017,3,17,29,20,0.7,80,32,70
2017,3,18,35,22,1.1,82,36,68
2017,3,19,33,20,0.9,87,35,68
2017,3,20,35,28,1.3,95,36,69
2017,3,21,39,27,1.3,85,40,67
2017,3,22,44,20,0.9,91,46,65
2017,3,23,20,12,1.8,63,18,70
2017,3,24,29,12,0.9,66,31,67
2017,3,25,39,23,0.7,86,42,70
2017,3,26,33,18,1.1,62,34,66
2017,3,27,53,22,0.9,69,53,65
2017,3,28,31,25,0.7,90,34,67
2017,3,29,30,27,0.7,88,33,66
2017,3,30,30,26,1.8,86,29,67
2017,3,31,31,25,1.3,83,32,67
2017,4,1,40,22,0.7,86,43,66
2017,4,2,33,28,0.9,89,35,70
2017,4,3,36,27,1.1,84,37,68
2017,4,4,44,25,0.7,81,47,65
2017,4,5,37,30,0.9,84,39,67
2017,4,6,44,32,0.9,95,46,62
2017,4,7,53,37,0.9,98,53,61
2017,4,8,46,34,0.7,94,49,60
2017,4,9,48,34,0.7,89,51,62
2017,4,10,52,33,0.7,83,52,64
2017,4,11,74,38,0.4,88,74,74
2017,4,12,58,35,0.4,92,58,64
2017,4,13,58,36,0.7,87,58,64
2017,4,14,52,35,0.7,82,52,62
2017,4,15,59,35,0.7,79,59,61
2017,4,16,64,38,0.7,96,64,61
2017,4,17,52,30,0.7,89,52,62
2017,4,18,42,21,0.9,69,44,66
2017,4,19,41,18,0.7,65,44,68
2017,4,20,37,26,0.4,78,42,70
2017,4,21,51,27,0.7,82,51,62
2017,4,22,43,25,0.4,82,47,63
2017,4,23,41,32,0.7,92,44,66
2017,4,24,59,33,0.7,91,59,63
2017,4,25,55,28,0.7,73,55,61
2017,4,26,51,39,0.7,97,51,64
2017,4,27,60,49,0.7,98,60,61
2017,4,28,60,47,0.4,95,60,61
2017,4,29,69,42,0.7,88,69,69
2017,4,30,52,38,1.1,71,52,60
2017,5,1,41,35,0.7,90,44,66
2017,5,2,56,37,0.9,99,56,61
2017,5,3,62,47,0.7,87,62,65
2017,5,4,59,42,0.9,76,59,64
2017,5,5,59,39,0.9,80,59,64
2017,5,6,60,48,1.1,98,60,62
2017,5,7,61,51,0.9,97,61,62
2017,5,8,59,38,0.7,88,59,61
2017,5,9,54,38,0.4,90,54,61
2017,5,10,48,40,0.2,96,54,62
2017,5,11,49,38,0.7,95,52,64
2017,5,12,58,38,0.7,88,58,64
2017,5,13,65,36,0.4,83,65,65
2017,5,14,49,35,1.1,88,51,63
2017,5,15,50,44,0.7,95,53,63
2017,5,16,54,40,0.7,95,54,62
2017,5,17,71,48,0.7,84,71,71
2017,5,18,85,51,0.4,89,85,84
2017,5,19,86,48,0.7,88,86,80
2017,5,20,53,42,1.1,77,53,65
2017,5,21,57,40,1.1,70,57,65
2017,5,22,67,41,0.7,81,67,67
2017,5,23,54,44,0.9,99,54,61
2017,5,24,65,46,0.4,90,65,65
2017,5,25,66,42,0.4,86,66,66
2017,5,26,49,43,0.7,98,52,64
2017,5,27,51,42,0.7,94,51,61
2017,5,28,59,39,0.2,93,59,60
2017,5,29,61,40,0.2,91,61,65
2017,5,30,62,38,0.4,81,62,62
2017,5,31,62,41,0.7,89,62,64
2017,6,1,72,51,0.4,92,72,72
2017,6,2,69,49,0.4,87,69,69
2017,6,3,64,44,0.4,91,64,62
2017,6,4,56,42,0.7,89,56,60
2017,6,5,55,42,0.7,84,55,60
2017,6,6,63,41,0.7,88,63,62
2017,6,7,69,40,0.4,79,69,69
2017,6,8,81,44,0.7,83,81,83
2017,6,9,59,49,0.9,95,59,61
2017,6,10,70,51,0.7,81,70,70
2017,6,11,78,49,0.9,86,78,78
2017,6,12,83,60,0.2,83,83,79
2017,6,13,86,57,0.7,91,86,83
2017,6,14,62,42,0.9,83,62,60
2017,6,15,62,41,0.7,83,62,62
2017,6,16,64,44,0.7,87,64,62
2017,6,17,60,51,0.9,100,60,65
2017,6,18,75,56,0.4,93,75,75
2017,6,19,75,61,0.9,95,75,75
2017,6,20,66,57,0.9,96,66,66
2017,6,21,72,56,0.7,91,72,72
2017,6,22,77,53,0.7,85,77,77
2017,6,23,75,52,0.4,90,75,75
2017,6,24,67,60,0.9,96,67,67
2017,6,25,81,58,0.4,85,81,79
2017,6,26,79,55,0.7,85,79,79
2017,6,27,74,53,0.4,85,74,74
2017,6,28,71,51,0.7,91,71,71
2017,6,29,73,53,0.7,85,73,73
2017,6,30,62,54,0.7,98,62,64
2017,7,1,63,57,0.4,97,63,61
2017,7,2,72,58,0.7,99,72,72
2017,7,3,79,59,0.7,90,79,79
2017,7,4,75,57,0.4,87,75,75
2017,7,5,75,53,0.4,79,75,75
2017,7,6,75,54,0.7,84,75,75
2017,7,7,74,53,0.7,90,74,74
2017,7,8,75,62,0.4,96,75,75
2017,7,9,79,60,0.7,91,79,79
2017,7,10,79,57,0.7,87,79,79
2017,7,11,74,58,0.7,92,74,74
2017,7,12,79,62,0.4,90,79,79
2017,7,13,63,51,0.7,86,63,63
2017,7,14,74,49,0.7,82,74,74
2017,7,15,74,49,0.7,83,74,74
2017,7,16,76,57,0.4,91,76,76
2017,7,17,79,55,0.4,89,79,79
2017,7,18,74,62,0.4,95,74,74
2017,7,19,80,62,0.4,90,80,80
2017,7,20,84,63,0.4,88,84,84
2017,7,21,85,64,0.7,90,85,84
2017,7,22,74,57,0.7,83,74,74
2017,7,23,72,53,0.7,76,72,72
2017,7,24,72,50,0.4,80,72,72
2017,7,25,60,53,0.9,96,60,65
2017,7,26,74,51,0.7,82,74,74
2017,7,27,69,53,0.9,89,69,69
2017,7,28,70,56,0.7,92,70,70
2017,7,29,72,60,0.4,86,72,72
2017,7,30,75,58,0.9,84,75,75
2017,7,31,80,58,0.7,82,80,80
2017,8,1,82,58,0.7,85,82,81
2017,8,2,80,58,0.4,83,80,80
2017,8,3,78,60,0.4,88,78,78
2017,8,4,80,36,0.7,87,80,80
2017,8,5,77,64,0.7,88,77,77
2017,8,6,72,58,0.9,95,72,72
2017,8,7,74,54,0.9,81,74,74
2017,8,8,63,56,0.7,97,63,64
2017,8,9,75,54,0.7,84,75,75
2017,8,10,79,59,0.7,86,79,79
2017,8,11,80,58,0.4,86,80,80
2017,8,12,70,59,0.7,99,70,70
2017,8,13,72,61,0.7,96,72,72
2017,8,14,79,59,0.7,85,79,79
2017,8,15,78,58,0.7,82,78,78
2017,8,16,78,55,0.7,92,78,78
2017,8,17,70,52,1.1,80,70,70
2017,8,18,73,36,0.7,81,73,73
2017,8,19,67,58,1.1,98,67,67
2017,8,20,78,63,0.7,91,78,78
2017,8,21,81,62,0.7,85,81,83
2017,8,22,86,60,0.7,87,86,81
2017,8,23,69,64,0.9,97,69,69
2017,8,24,77,59,0.4,86,77,77
2017,8,25,75,56,0.4,85,75,75
2017,8,26,67,53,0.9,86,67,67
2017,8,27,67,52,0.7,87,67,67
2017,8,28,71,48,0.9,79,71,71
2017,8,29,73,48,0.7,78,73,73
2017,8,30,65,54,0.7,86,65,65
2017,8,31,74,53,0.7,88,74,74
2017,9,1,62,48,1.1,80,62,61
2017,9,2,57,46,1.1,83,57,64
2017,9,3,62,46,0.9,86,62,63
2017,9,4,69,55,1.3,89,69,69
2017,9,5,72,54,0.9,90,72,72
2017,9,6,78,66,0.9,94,78,78
2017,9,7,72,60,0.9,100,72,72
2017,9,8,73,53,0.7,88,73,73
2017,9,9,71,52,0.7,83,71,71
2017,9,10,65,49,0.9,89,65,65
2017,9,11,65,48,1.3,90,65,65
2017,9,12,70,51,0.9,83,70,70
2017,9,13,76,52,0.7,84,76,76
2017,9,14,78,55,0.7,87,78,78
2017,9,15,75,58,0.4,88,75,75
2017,9,16,77,60,0.4,93,77,77
2017,9,17,67,59,0.4,94,67,67
2017,9,18,66,61,0.7,95,66,66
2017,9,19,71,61,0.7,95,71,71
2017,9,20,71,64,0.4,100,71,71
2017,9,21,71,48,0.7,84,71,71
2017,9,22,67,46,0.7,84,67,67
2017,9,23,78,54,0.4,93,78,78
2017,9,24,76,55,0.4,89,76,76
2017,9,25,78,59,0.4,89,78,78
2017,9,26,84,59,0.7,90,84,81
2017,9,27,69,57,0.7,94,69,69
2017,9,28,71,47,0.9,100,71,71
2017,9,29,56,42,0.9,84,56,60
2017,9,30,55,40,0.7,84,55,65
2017,10,1,61,39,1.1,77,61,62
2017,10,2,56,41,1.1,82,56,63
2017,10,3,58,40,0.9,81,58,64
2017,10,4,69,43,0.9,89,69,69
2017,10,5,72,50,0.7,90,72,72
2017,10,6,65,50,0.7,86,65,65
2017,10,7,67,47,0.9,85,67,67
2017,10,8,73,60,0.9,96,73,73
2017,10,9,74,60,0.4,94,74,74
2017,10,10,71,58,0.7,96,71,71
2017,10,11,59,52,0.9,79,59,60
2017,10,12,53,37,0.9,76,53,61
2017,10,13,56,36,0.9,78,56,60
2017,10,14,62,42,0.9,92,62,63
2017,10,15,65,53,0.9,95,65,65
2017,10,16,70,45,0.9,86,70,70
2017,10,17,49,36,0.9,80,52,65
2017,10,18,61,36,1.1,84,61,60
2017,10,19,64,40,1.3,82,64,60
2017,10,20,64,46,0.9,79,64,60
2017,10,21,53,38,1.1,75,53,63
2017,10,22,52,35,1.1,78,52,63
2017,10,23,62,35,0.9,85,62,60
2017,10,24,70,52,0.7,95,70,70
2017,10,25,69,60,0.7,98,69,69
2017,10,26,69,58,1.3,91,69,69
2017,10,27,61,45,0.9,87,61,64
2017,10,28,58,41,0.9,83,58,65
2017,10,29,63,45,1.1,85,63,62
2017,10,30,64,52,1.6,95,64,62
2017,10,31,59,43,1.1,80,59,60
2017,11,1,55,40,0.9,81,55,62
2017,11,2,58,37,0.9,88,58,63
2017,11,3,64,49,0.7,99,64,62
2017,11,4,49,31,1.1,76,51,64
2017,11,5,52,30,0.9,79,52,65
2017,11,6,64,49,0.9,97,64,62
2017,11,7,60,35,0.9,84,60,65
2017,11,8,53,36,0.7,91,53,60
2017,11,9,45,35,0.7,86,48,64
2017,11,10,55,23,1.3,83,55,61
2017,11,11,36,22,1.1,64,37,70
2017,11,12,35,21,0.9,68,37,66
2017,11,13,42,26,0.9,73,44,68
2017,11,14,39,31,0.9,93,41,66
2017,11,15,44,29,0.7,97,47,65
2017,11,16,47,27,0.7,91,50,61
2017,11,17,51,33,1.1,95,51,64
2017,11,18,38,30,0.9,81,40,68
2017,11,19,59,32,0.9,98,59,65
2017,11,20,42,24,1.1,75,44,66
2017,11,21,48,22,0.9,74,51,62
2017,11,22,61,47,0.7,99,61,65
2017,11,23,57,29,1.1,84,57,65
2017,11,24,42,29,0.9,84,44,67
2017,11,25,54,36,0.7,97,54,62
2017,11,26,50,29,0.9,99,53,63
2017,11,27,34,20,0.9,71,36,66
2017,11,28,30,19,0.7,61,33,70
2017,11,29,50,28,0.9,95,53,65
2017,11,30,36,25,0.7,74,39,69
2017,12,1,47,33,0.7,97,50,60
2017,12,2,41,33,0.7,99,44,70
2017,12,3,38,32,0.4,95,43,70
2017,12,4,37,31,0.7,95,40,69
2017,12,5,41,31,0.7,94,44,69
2017,12,6,53,39,0.9,98,53,62
2017,12,7,42,32,0.7,88,45,66
2017,12,8,40,30,0.7,88,43,67
2017,12,9,38,33,0.7,97,41,68
2017,12,10,38,28,0.7,99,41,69
2017,12,11,35,28,0.7,91,38,66
2017,12,12,45,25,0.9,93,47,64
2017,12,13,53,25,1.1,94,53,61
2017,12,14,33,18,1.3,68,34,66
2017,12,15,26,17,0.9,58,28,69
2017,12,16,22,13,0.9,69,24,69
2017,12,17,24,7,0.9,68,26,68
2017,12,18,23,5,0.4,68,28,66
2017,12,19,39,21,0.4,96,44,67
2017,12,20,39,25,0.9,91,41,68
2017,12,21,25,15,1.1,65,26,70
2017,12,22,24,13,0.7,64,27,67
2017,12,23,53,17,0.7,86,53,63
2017,12,24,52,24,0.9,85,52,65
2017,12,25,47,23,1.1,78,49,60
2017,12,26,29,14,1.1,61,30,66
2017,12,27,15,6,1.3,57,14,68
2017,12,28,9,2,1.1,70,9,67
2017,12,29,17,7,0.4,77,22,66
2017,12,30,17,7,0.7,75,19,68
2017,12,31,14,6,0.9,72,15,66
2018,1,1,14,9,1.8,82,12,70
2018,1,2,11,8,2,80,8,69
2018,1,3,26,6,1.6,85,25,66
2018,1,4,50,22,3.1,98,50,63
2018,1,5,43,12,4.3,78,41,67
2018,1,6,12,2,3.6,68,6,69
2018,1,7,12,1,2.9,74,7,67
2018,1,8,38,12,1.6,87,38,70
2018,1,9,38,19,1.8,96,38,68
2018,1,10,27,16,2.5,77,24,66
2018,1,11,47,21,1.8,98,48,62
2018,1,12,56,43,2.2,100,56,62
2018,1,13,60,28,2.9,100,60,61
2018,1,14,29,17,1.8,74,28,68
2018,1,15,24,17,2.2,69,22,70
2018,1,16,27,19,1.8,88,26,67
2018,1,17,30,19,1.1,89,31,66
2018,1,18,32,17,1.6,97,32,67
2018,1,19,20,11,2.2,90,17,68
2018,1,20,38,16,2.2,95,37,69
2018,1,21,38,20,1.8,81,38,66
2018,1,22,21,10,2,67,19,68
2018,1,23,50,13,2.5,90,50,60
2018,1,24,52,19,2.2,93,52,64
2018,1,25,26,12,2.5,62,23,66
2018,1,26,18,7,2,71,16,67
2018,1,27,41,9,2,84,41,68
2018,1,28,46,34,1.6,100,47,62
2018,1,29,34,19,2,81,33,69
2018,1,30,24,15,3.1,89,20,69
2018,1,31,20,11,2.9,86,16,68
2018,2,1,40,15,1.8,95,40,66
2018,2,2,45,9,2.2,95,45,70
2018,2,3,11,3,2.7,69,6,68
2018,2,4,38,36,2.2,89,37,68
2018,2,5,52,23,3.1,97,52,62
2018,2,6,28,19,1.1,71,29,67
2018,2,7,47,19,1.6,82,48,60
2018,2,8,50,19,2.2,86,51,60
2018,2,9,25,12,1.6,70,24,68
2018,2,10,44,24,1.8,97,44,68
2018,2,11,45,31,1.6,100,46,63
2018,2,12,49,22,2,91,50,60
2018,2,13,22,13,2.2,66,20,70
2018,2,14,53,13,1.8,85,53,65
2018,2,15,46,29,0.9,99,49,63
2018,2,16,41,29,1.1,100,43,67
2018,2,17,29,14,2.2,63,27,68
2018,2,18,30,18,1.8,89,29,69
2018,2,19,37,21,1.3,86,38,68
2018,2,20,41,33,1.1,100,43,68
2018,2,21,51,33,1.6,100,51,65
2018,2,22,42,22,1.8,71,42,69
2018,2,23,32,16,1.6,62,32,67
2018,2,24,41,26,2,88,41,69
2018,2,25,30,22,1.8,70,29,67
2018,2,26,39,28,2,99,39,66
2018,2,27,39,26,1.8,86,39,70
2018,2,28,47,25,1.3,93,49,63
2018,3,1,35,29,2,91,34,70
2018,3,2,45,30,2.9,87,44,67
2018,3,3,47,32,3.4,87,46,64
2018,3,4,36,30,2.9,86,34,66
2018,3,5,42,30,3.1,84,41,68
2018,3,6,38,29,2.9,82,36,67
2018,3,7,40,29,2.2,82,39,66
2018,3,8,38,31,3.4,94,36,67
2018,3,9,37,31,1.8,99,37,66
2018,3,10,36,30,2.2,94,35,69
2018,3,11,36,29,1.8,95,36,67
2018,3,12,33,26,1.6,89,33,69
2018,3,13,35,26,3.8,93,32,68
2018,3,14,38,32,3.6,87,35,66
2018,3,15,38,31,2.2,90,37,67
2018,3,16,36,25,2.2,80,35,67
2018,3,17,26,12,2.9,64,23,68
2018,3,18,28,12,2.5,66,26,68
2018,3,19,28,14,2.5,70,26,70
2018,3,20,33,21,2,76,32,70
2018,3,21,41,18,2,84,41,67
2018,3,22,38,28,2.5,93,37,70
2018,3,23,33,29,2,93,32,66
2018,3,24,53,29,2.2,90,53,65
2018,3,25,29,22,2.7,82,26,70
2018,3,26,36,20,1.8,77,36,67
2018,3,27,49,18,2.2,78,49,64
2018,3,28,43,33,1.3,98,44,69
2018,3,29,47,32,1.6,86,48,64
2018,3,30,51,34,1.6,97,51,61
2018,3,31,43,31,1.8,80,43,66
2018,4,1,44,31,2,88,44,69
2018,4,2,37,27,1.3,75,38,69
2018,4,3,46,26,1.1,73,48,62
2018,4,4,53,32,2.2,99,53,61
2018,4,5,48,24,2.9,70,48,61
2018,4,6,38,21,2.2,60,37,70
2018,4,7,38,31,1.3,97,39,70
2018,4,8,35,27,1.6,93,35,70
2018,4,9,32,22,2.9,74,29,70
2018,4,10,42,21,1.8,73,42,66
2018,4,11,46,26,1.1,77,48,64
2018,4,12,46,28,1.1,85,48,64
2018,4,13,50,34,2,95,51,63
2018,4,14,42,26,1.8,75,42,66
2018,4,15,36,22,1.6,54,36,70
2018,4,16,40,21,2,75,40,69
2018,4,17,49,36,2.7,98,49,61
2018,4,18,46,37,1.8,90,47,64
2018,4,19,49,34,1.3,91,51,63
2018,4,20,40,29,1.3,93,41,70
2018,4,21,46,31,1.3,82,48,63
2018,4,22,52,32,1.1,75,52,65
2018,4,23,59,34,1.3,67,59,62
2018,4,24,63,36,1.8,74,63,62
2018,4,25,60,36,1.6,86,60,63
2018,4,26,55,45,2.7,98,55,64
2018,4,27,65,41,1.3,88,65,65
2018,4,28,58,45,1.6,97,58,64
2018,4,29,58,46,1.1,92,58,65
2018,4,30,53,40,1.6,94,53,60
2018,5,1,48,39,0.9,90,51,63
2018,5,2,68,38,1.6,90,68,68
2018,5,3,60,40,1.1,90,60,65
2018,5,4,53,39,0.9,92,53,64
2018,5,5,64,36,2.2,83,64,64
2018,5,6,70,46,1.3,85,70,70
2018,5,7,57,39,1.3,85,57,65
2018,5,8,59,37,1.1,79,59,60
2018,5,9,53,39,0.9,84,53,63
2018,5,10,51,40,1.8,89,51,60
2018,5,11,64,38,1.6,79,64,60
2018,5,12,56,34,1.3,71,56,64
2018,5,13,66,37,1.1,78,66,66
2018,5,14,62,37,1.3,80,62,64
2018,5,15,63,45,1.6,91,63,63
2018,5,16,57,39,1.3,71,57,61
2018,5,17,68,42,1.3,89,68,68
2018,5,18,58,38,1.1,70,58,60
2018,5,19,62,37,1.3,72,62,64
2018,5,20,65,51,2,96,65,65
2018,5,21,70,45,1.3,76,70,70
2018,5,22,61,44,1.3,74,61,60
2018,5,23,65,37,1.3,81,65,65
2018,5,24,56,33,1.6,71,56,60
2018,5,25,67,42,1.8,90,67,67
2018,5,26,63,50,1.3,89,63,60
2018,5,27,60,34,1.3,76,60,65
2018,5,28,61,36,1.3,85,61,64
2018,5,29,71,44,1.3,90,71,71
2018,5,30,65,43,1.3,69,65,65
2018,5,31,80,47,1.1,75,80,80
2018,6,1,85,58,1.1,80,85,81
2018,6,2,67,41,2,94,67,67
2018,6,3,49,33,2.5,72,49,61
2018,6,4,55,31,1.6,72,55,64
2018,6,5,45,39,2.2,92,45,70
2018,6,6,49,40,0.9,83,52,63
2018,6,7,65,38,1.1,82,65,65
2018,6,8,64,48,1.6,90,64,60
2018,6,9,69,47,1.1,79,69,69
2018,6,10,65,42,1.3,81,65,65
2018,6,11,57,40,1.3,75,57,62
2018,6,12,69,39,1.8,77,69,69
2018,6,13,80,47,1.8,84,80,80
2018,6,14,49,45,1.6,96,50,62
2018,6,15,67,44,1.3,82,67,67
2018,6,16,78,47,1.1,82,78,78
2018,6,17,71,43,1.1,72,71,71
2018,6,18,59,47,2,94,59,65
2018,6,19,73,53,1.8,87,73,73
2018,6,20,79,53,1.3,77,79,79
2018,6,21,53,53,1.1,84,53,63
2018,6,22,71,46,1.1,75,71,71
2018,6,23,69,48,1.1,85,69,69
2018,6,24,72,57,1.1,90,72,72
2018,6,25,59,45,2.2,95,59,60
2018,6,26,66,43,2,76,66,66
2018,6,27,81,50,1.8,80,81,82
2018,6,28,70,54,2,92,70,70
2018,6,29,78,61,1.8,96,78,78
2018,6,30,84,59,0.7,81,84,81
2018,7,1,78,56,0.7,89,78,78
2018,7,2,74,53,0.9,87,74,74
2018,7,3,83,59,1.3,88,83,82
2018,7,4,90,65,1.1,82,90,74
2018,7,5,85,65,0.9,86,85,81
2018,7,6,82,65,2,93,82,84
2018,7,7,71,54,1.6,77,71,71
2018,7,8,79,54,1.3,78,79,79
2018,7,9,81,55,1.8,77,81,81
2018,7,10,77,55,1.6,83,77,77
2018,7,11,77,56,0.7,90,77,77
2018,7,12,74,56,1.1,75,74,74
2018,7,13,73,53,0.9,78,73,73
2018,7,14,70,50,1.1,85,70,70
2018,7,15,78,58,0.4,89,78,78
2018,7,16,83,60,0.9,85,83,82
2018,7,17,79,60,1.3,88,79,79
2018,7,18,73,64,1.6,97,73,73
2018,7,19,76,56,0.9,82,76,76
2018,7,20,79,56,0.9,78,79,79
2018,7,21,70,58,1.3,93,70,70
2018,7,22,76,60,1.3,94,76,76
2018,7,23,82,69,1.3,88,82,83
2018,7,24,82,69,1.1,89,82,80
2018,7,25,82,70,1.6,87,82,83
2018,7,26,77,67,2.2,93,77,77
2018,7,27,81,63,1.6,89,81,82
2018,7,28,80,62,1.1,90,80,80
2018,7,29,82,64,1.3,92,82,80
2018,7,30,81,64,1.3,81,81,84
2018,7,31,82,64,1.1,82,82,80
2018,8,1,85,64,0.9,79,85,84
2018,8,2,80,62,1.8,88,80,80
2018,8,3,87,68,1.1,82,87,83
2018,8,4,86,65,0.9,87,86,83
2018,8,5,77,62,1.3,97,77,77
2018,8,6,86,62,0.9,83,86,84
2018,8,7,89,66,0.9,83,89,83
2018,8,8,80,66,0.9,86,80,80
2018,8,9,74,66,1.6,93,74,74
2018,8,10,82,61,1.3,83,82,80
2018,8,11,79,59,1.1,74,79,79
2018,8,12,82,62,0.9,76,82,82
2018,8,13,81,59,0.9,78,81,82
2018,8,14,77,62,1.1,91,77,77
2018,8,15,79,66,1.3,91,79,79
2018,8,16,81,60,1.1,86,81,81
2018,8,17,73,58,1.1,76,73,73
2018,8,18,69,57,1.8,95,69,69
