,Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph),Relative Humidity (%),Heat Index (F),Users Thermostat (F)
513,2016,5,29,91.0,67.0,5.1,22,88,80
514,2016,5,30,95.0,67.0,2.9,21,92,76
515,2016,5,31,99.0,73.0,4.9,19,96,78
516,2016,6,1,102.0,73.0,4.5,15,98,74
517,2016,6,2,105.0,72.0,3.4,13,101,78
518,2016,6,3,106.0,77.0,3.6,14,102,78
519,2016,6,4,107.0,80.0,3.4,12,101,78
520,2016,6,5,109.0,77.0,6.9,11,102,77
521,2016,6,6,104.0,77.0,5.1,12,98,76
522,2016,6,7,106.0,77.0,5.1,14,102,75
523,2016,6,8,109.0,79.0,7.4,17,108,75
524,2016,6,9,105.0,83.0,12.3,18,103,76
525,2016,6,10,103.0,80.0,11.0,24,104,78
526,2016,6,11,95.0,71.0,6.7,34,96,77
527,2016,6,12,94.0,74.0,7.6,30,93,74
528,2016,6,13,95.0,73.0,4.9,23,92,75
529,2016,6,14,97.0,71.0,10.5,21,94,77
530,2016,6,15,95.0,75.0,14.1,21,92,77
531,2016,6,16,93.0,70.0,9.8,21,89,85
532,2016,6,17,98.0,73.0,7.6,19,95,75
533,2016,6,18,101.0,73.0,5.8,16,97,78
534,2016,6,19,109.0,78.0,2.9,14,106,78
535,2016,6,20,114.0,84.0,4.3,13,112,77
536,2016,6,21,114.0,85.0,8.9,13,112,75
537,2016,6,22,109.0,80.0,8.3,14,106,76
538,2016,6,23,108.0,80.0,6.5,10,100,76
539,2016,6,24,108.0,80.0,6.0,9,98,77
540,2016,6,25,106.0,82.0,4.5,13,102,78
541,2016,6,26,109.0,80.0,2.5,13,105,75
542,2016,6,27,110.0,83.0,4.7,19,111,77
543,2016,6,28,109.0,87.0,4.3,29,119,74
544,2016,6,29,109.0,83.0,4.5,30,120,75
545,2016,6,30,99.0,79.0,6.7,37,105,78
546,2016,7,1,96.0,70.0,2.7,68,124,74
547,2016,7,2,95.0,70.0,3.1,59,112,76
548,2016,7,3,104.0,79.0,4.9,34,113,76
549,2016,7,4,106.0,80.0,7.2,23,108,77
550,2016,7,5,104.0,78.0,8.9,18,102,77
551,2016,7,6,103.0,80.0,10.7,20,101,77
552,2016,7,7,103.0,79.0,7.6,18,101,76
553,2016,7,8,106.0,79.0,8.1,17,104,78
554,2016,7,9,102.0,82.0,10.1,19,100,76
555,2016,7,10,102.0,82.0,13.0,20,100,78
556,2016,7,11,100.0,81.0,5.1,14,96,74
557,2016,7,12,105.0,74.0,7.2,13,101,74
558,2016,7,13,105.0,74.0,4.7,13,101,75
559,2016,7,14,108.0,76.0,4.5,12,103,75
560,2016,7,15,111.0,77.0,8.5,11,104,74
561,2016,7,16,106.0,80.0,12.1,11,99,75
562,2016,7,17,106.0,85.0,10.7,14,102,77
563,2016,7,18,105.0,84.0,8.1,19,104,77
564,2016,7,19,107.0,82.0,7.4,17,105,75
565,2016,7,20,108.0,81.0,6.0,17,107,77
566,2016,7,21,109.0,82.0,4.3,20,110,77
567,2016,7,22,112.0,83.0,6.0,12,108,76
568,2016,7,23,112.0,83.0,5.8,14,110,77
569,2016,7,24,111.0,84.0,8.1,14,109,77
570,2016,7,25,110.0,84.0,6.7,16,109,75
571,2016,7,26,110.0,86.0,3.1,18,110,77
572,2016,7,27,113.0,86.0,4.0,20,117,77
573,2016,7,28,114.0,89.0,4.3,18,117,76
574,2016,7,29,111.0,92.0,5.1,27,121,78
575,2016,7,30,106.0,86.0,7.8,32,116,74
576,2016,7,31,103.0,78.0,5.6,35,112,77
577,2016,8,1,101.0,79.0,3.6,44,115,77
578,2016,8,2,103.0,83.0,4.9,47,124,74
579,2016,8,3,104.0,78.0,7.4,45,124,76
580,2016,8,4,84.0,72.0,2.7,70,90,78
581,2016,8,5,101.0,74.0,4.5,50,121,75
582,2016,8,6,104.0,82.0,7.2,29,109,78
583,2016,8,7,106.0,81.0,7.6,22,107,75
584,2016,8,8,106.0,79.0,7.6,14,102,75
585,2016,8,9,104.0,80.0,8.9,15,100,74
586,2016,8,10,102.0,79.0,8.3,22,101,75
587,2016,8,11,102.0,74.0,5.1,22,101,76
588,2016,8,12,103.0,77.0,2.5,23,103,74
589,2016,8,13,107.0,82.0,2.9,15,104,74
590,2016,8,14,109.0,81.0,4.5,14,106,75
591,2016,8,15,108.0,83.0,8.3,12,103,77
592,2016,8,16,107.0,78.0,6.3,9,97,77
593,2016,8,17,107.0,77.0,5.8,14,104,75
594,2016,8,18,102.0,82.0,3.1,25,103,76
595,2016,8,19,100.0,79.0,3.6,29,102,76
596,2016,8,20,105.0,78.0,6.5,18,103,77
597,2016,8,21,100.0,80.0,8.7,31,103,76
598,2016,8,22,98.0,68.0,6.0,43,107,78
599,2016,8,23,91.0,69.0,2.9,53,98,77
600,2016,8,24,101.0,74.0,2.9,35,108,77
601,2016,8,25,102.0,75.0,7.8,23,102,74
602,2016,8,26,96.0,77.0,6.5,31,96,78
603,2016,8,27,88.0,70.0,4.5,62,96,78
604,2016,8,28,95.0,73.0,2.9,42,100,78
605,2016,8,29,103.0,74.0,3.1,27,106,78
606,2016,8,30,104.0,77.0,3.1,23,105,78
607,2016,8,31,105.0,77.0,6.0,25,108,75
608,2016,9,1,103.0,80.0,7.4,28,106,78
609,2016,9,2,103.0,78.0,7.8,27,106,78
610,2016,9,3,99.0,73.0,9.2,17,95,78
611,2016,9,4,93.0,74.0,11.2,23,90,78
612,2016,9,5,92.0,68.0,3.4,19,88,83
613,2016,9,6,95.0,68.0,3.8,18,91,75
614,2016,9,7,96.0,67.0,4.5,28,95,75
615,2016,9,8,99.0,73.0,3.4,26,99,74
616,2016,9,9,100.0,73.0,3.6,23,99,74
617,2016,9,10,101.0,73.0,4.7,18,98,76
618,2016,9,11,101.0,74.0,7.8,19,98,74
619,2016,9,12,96.0,75.0,11.4,24,94,75
620,2016,9,13,89.0,68.0,11.6,43,90,76
621,2016,9,14,84.0,63.0,1.8,23,81,79
622,2016,9,15,89.0,66.0,3.6,17,85,79
623,2016,9,16,91.0,65.0,4.3,16,87,79
624,2016,9,17,94.0,66.0,4.0,15,90,77
625,2016,9,18,98.0,67.0,2.7,11,91,76
626,2016,9,19,98.0,68.0,4.5,15,94,74
627,2016,9,20,86.0,71.0,5.8,60,91,74
628,2016,9,21,82.0,67.0,2.7,73,87,79
629,2016,9,22,86.0,67.0,13.6,41,86,80
630,2016,9,23,80.0,60.0,4.7,24,80,79
631,2016,9,24,88.0,63.0,5.6,25,85,80
632,2016,9,25,89.0,65.0,8.7,26,86,81
633,2016,9,26,90.0,65.0,6.0,25,87,80
634,2016,9,27,90.0,66.0,3.6,30,88,85
635,2016,9,28,89.0,69.0,2.9,39,89,81
636,2016,9,29,89.0,67.0,2.9,42,90,76
637,2016,9,30,91.0,71.0,3.4,42,93,75
638,2016,10,1,91.0,69.0,6.7,30,89,79
639,2016,10,2,89.0,68.0,11.6,23,86,83
640,2016,10,3,76.0,61.0,6.5,25,75,75
641,2016,10,4,79.0,57.0,3.1,19,78,78
642,2016,10,5,81.0,56.0,2.7,21,79,79
643,2016,10,6,79.0,60.0,5.4,18,78,78
644,2016,10,7,83.0,55.0,6.3,18,80,79
645,2016,10,8,86.0,60.0,4.0,24,83,79
646,2016,10,9,89.0,62.0,3.4,34,88,87
647,2016,10,10,90.0,64.0,5.8,28,88,86
648,2016,10,11,90.0,65.0,5.8,22,87,86
649,2016,10,12,87.0,61.0,2.2,22,84,83
650,2016,10,13,88.0,62.0,3.4,20,85,82
651,2016,10,14,92.0,67.0,8.9,15,88,82
652,2016,10,15,89.0,74.0,12.5,37,88,87
653,2016,10,16,83.0,69.0,15.0,50,84,81
654,2016,10,17,80.0,58.0,6.7,48,81,80
655,2016,10,18,81.0,57.0,2.5,32,80,79
656,2016,10,19,79.0,61.0,9.2,23,78,78
657,2016,10,20,79.0,56.0,7.4,19,78,78
658,2016,10,21,83.0,53.0,3.8,22,81,80
659,2016,10,22,89.0,56.0,4.0,21,85,82
660,2016,10,23,83.0,61.0,5.4,32,81,80
661,2016,10,24,69.0,59.0,3.1,79,69,69
662,2016,10,25,75.0,58.0,2.0,70,75,75
663,2016,10,26,80.0,56.0,2.9,61,82,79
664,2016,10,27,79.0,59.0,2.9,53,79,79
665,2016,10,28,79.0,59.0,5.4,55,79,79
666,2016,10,29,83.0,57.0,4.5,61,86,82
667,2016,10,30,85.0,62.0,9.4,59,89,88
668,2016,10,31,72.0,57.0,3.1,57,72,72
669,2016,11,1,70.0,52.0,4.7,52,70,70
670,2016,11,2,75.0,57.0,7.4,43,74,74
671,2016,11,3,81.0,61.0,7.8,41,81,79
672,2016,11,4,82.0,59.0,6.0,47,82,81
673,2016,11,5,79.0,58.0,3.6,51,79,79
674,2016,11,6,79.0,54.0,2.9,39,78,78
675,2016,11,7,80.0,55.0,3.4,42,80,79
676,2016,11,8,82.0,55.0,4.9,38,81,79
677,2016,11,9,80.0,55.0,3.8,36,80,79
678,2016,11,10,79.0,54.0,3.1,33,78,78
679,2016,11,11,77.0,52.0,2.2,29,76,76
680,2016,11,12,76.0,51.0,2.2,33,76,76
681,2016,11,13,76.0,53.0,2.9,34,76,76
682,2016,11,14,78.0,52.0,2.7,31,78,78
683,2016,11,15,74.0,49.0,3.8,30,74,74
684,2016,11,16,79.0,55.0,14.5,30,78,78
685,2016,11,17,59.0,47.0,6.7,28,58,61
686,2016,11,18,60.0,38.0,5.4,27,58,63
687,2016,11,19,66.0,40.0,3.6,25,64,60
688,2016,11,20,67.0,49.0,3.6,34,66,66
689,2016,11,21,63.0,48.0,4.9,70,62,61
690,2016,11,22,65.0,47.0,3.4,51,64,61
691,2016,11,23,65.0,41.0,4.7,41,64,61
692,2016,11,24,61.0,42.0,6.7,34,60,64
693,2016,11,25,63.0,37.0,4.3,28,62,61
694,2016,11,26,63.0,37.0,8.9,43,62,63
695,2016,11,27,55.0,40.0,9.8,72,54,64
696,2016,11,28,58.0,44.0,3.1,47,57,62
697,2016,11,29,57.0,40.0,5.1,41,56,65
698,2016,11,30,53.0,34.0,2.9,36,52,62
699,2016,12,1,56.0,36.0,3.8,39,54,62
700,2016,12,2,55.0,44.0,12.5,40,54,65
701,2016,12,3,60.0,41.0,8.1,36,58,63
702,2016,12,4,60.0,35.0,3.1,35,58,63
703,2016,12,5,59.0,36.0,2.2,36,58,61
704,2016,12,6,60.0,40.0,5.8,43,59,64
705,2016,12,7,54.0,37.0,5.1,32,52,61
706,2016,12,8,53.0,33.0,2.5,38,52,62
707,2016,12,9,54.0,37.0,1.8,56,53,64
708,2016,12,10,58.0,37.0,2.5,77,58,60
709,2016,12,11,64.0,42.0,2.2,72,64,62
710,2016,12,12,62.0,43.0,2.2,60,62,60
711,2016,12,13,62.0,43.0,2.5,62,62,65
712,2016,12,14,59.0,42.0,2.9,76,58,65
713,2016,12,15,67.0,47.0,6.7,59,66,66
714,2016,12,16,68.0,48.0,17.7,69,68,68
715,2016,12,17,50.0,32.0,7.2,31,48,61
716,2016,12,18,50.0,27.0,7.6,32,48,64
717,2016,12,19,52.0,33.0,6.9,32,50,61
718,2016,12,20,56.0,28.0,4.9,33,54,61
719,2016,12,21,57.0,44.0,4.0,36,56,61
720,2016,12,22,50.0,43.0,6.9,88,50,61
721,2016,12,23,54.0,44.0,5.1,94,54,65
722,2016,12,24,51.0,38.0,7.4,87,50,63
723,2016,12,25,47.0,33.0,2.7,55,46,63
724,2016,12,26,47.0,31.0,4.5,50,46,62
725,2016,12,27,52.0,32.0,4.0,45,50,60
726,2016,12,28,54.0,32.0,4.0,55,53,65
727,2016,12,29,61.0,35.0,6.7,57,60,61
728,2016,12,30,51.0,38.0,2.7,60,50,65
729,2016,12,31,50.0,43.0,4.7,66,49,64
730,2017,1,1,57.0,39.0,6.7,80,56,62
731,2017,1,2,57.0,46.0,11.0,89,57,63
732,2017,1,3,55.0,44.0,4.5,87,54,64
733,2017,1,4,57.0,39.0,7.4,88,57,64
734,2017,1,5,66.0,43.0,13.9,81,66,66
735,2017,1,6,47.0,33.0,6.7,36,45,66
736,2017,1,7,46.0,34.0,2.7,60,44,67
737,2017,1,8,55.0,42.0,2.7,75,54,61
738,2017,1,9,66.0,44.0,11.2,81,66,66
739,2017,1,10,64.0,42.0,10.5,78,64,63
740,2017,1,11,66.0,53.0,12.3,73,66,66
741,2017,1,12,57.0,47.0,4.9,85,56,63
742,2017,1,13,56.0,47.0,5.1,86,56,63
743,2017,1,14,59.0,49.0,8.7,71,58,65
744,2017,1,15,57.0,44.0,4.3,63,56,60
745,2017,1,16,57.0,40.0,6.3,51,56,61
746,2017,1,17,81.0,59.0,4.7,44,81,80
747,2017,1,18,54.0,33.0,4.0,49,52,63
748,2017,1,19,56.0,43.0,8.1,85,56,65
749,2017,1,20,49.0,42.0,10.5,93,48,65
750,2017,1,21,56.0,41.0,6.9,69,56,60
751,2017,1,22,48.0,43.0,8.5,88,48,65
752,2017,1,23,52.0,41.0,10.1,88,52,61
753,2017,1,24,49.0,37.0,3.6,64,48,60
754,2017,1,25,50.0,35.0,3.4,52,48,64
755,2017,1,26,49.0,33.0,4.0,53,48,63
756,2017,1,27,51.0,37.0,9.6,53,50,61
757,2017,1,28,56.0,34.0,7.6,52,55,62
758,2017,1,29,61.0,36.0,7.4,51,60,64
759,2017,1,30,64.0,38.0,4.7,50,63,62
760,2017,1,31,63.0,38.0,2.7,47,62,60
761,2017,2,1,63.0,39.0,2.9,51,62,60
762,2017,2,2,66.0,45.0,3.8,49,66,66
763,2017,2,3,71.0,47.0,6.9,66,71,71
764,2017,2,4,65.0,46.0,4.3,73,65,65
765,2017,2,5,63.0,43.0,2.7,70,62,62
766,2017,2,6,64.0,52.0,9.6,83,64,64
767,2017,2,7,72.0,49.0,11.0,82,72,72
768,2017,2,8,68.0,50.0,2.7,79,68,68
769,2017,2,9,73.0,50.0,3.4,71,73,73
770,2017,2,10,75.0,57.0,6.5,60,75,75
771,2017,2,11,64.0,52.0,5.1,69,64,65
772,2017,2,12,65.0,51.0,11.6,61,64,61
773,2017,2,13,70.0,50.0,7.6,52,70,70
774,2017,2,14,70.0,50.0,6.3,43,70,70
775,2017,2,15,70.0,44.0,4.0,43,70,70
776,2017,2,16,70.0,45.0,5.4,44,70,70
777,2017,2,17,63.0,51.0,11.0,66,62,65
778,2017,2,18,58.0,50.0,6.7,93,58,65
779,2017,2,19,61.0,47.0,6.7,79,61,65
780,2017,2,20,65.0,51.0,8.9,84,65,65
781,2017,2,21,69.0,52.0,8.7,79,69,69
782,2017,2,22,65.0,47.0,11.2,65,64,64
783,2017,2,23,55.0,41.0,5.8,48,54,61
784,2017,2,24,53.0,37.0,2.9,43,52,61
785,2017,2,25,51.0,34.0,2.0,44,50,65
786,2017,2,26,59.0,36.0,4.0,57,58,61
787,2017,2,27,57.0,47.0,8.3,87,56,61
788,2017,2,28,61.0,45.0,4.7,56,60,62
789,2017,3,1,61.0,41.0,5.6,42,60,64
790,2017,3,2,69.0,42.0,6.5,40,68,68
791,2017,3,3,70.0,42.0,4.0,36,69,69
792,2017,3,4,76.0,50.0,7.8,42,76,76
793,2017,3,5,68.0,47.0,14.1,59,68,68
794,2017,3,6,56.0,40.0,3.1,41,54,65
795,2017,3,7,66.0,38.0,3.1,37,65,65
796,2017,3,8,75.0,49.0,4.0,41,74,74
797,2017,3,9,81.0,50.0,3.1,41,81,80
798,2017,3,10,78.0,52.0,2.2,40,78,78
799,2017,3,11,81.0,58.0,4.5,40,81,80
800,2017,3,12,86.0,58.0,4.0,38,85,84
801,2017,3,13,83.0,54.0,4.0,37,82,81
802,2017,3,14,87.0,57.0,2.2,30,85,83
803,2017,3,15,87.0,57.0,4.5,36,86,81
804,2017,3,16,84.0,58.0,2.7,38,83,81
805,2017,3,17,86.0,59.0,3.1,39,85,83
806,2017,3,18,89.0,59.0,5.8,38,89,87
807,2017,3,19,90.0,59.0,5.6,38,90,74
808,2017,3,20,88.0,64.0,6.5,37,87,79
809,2017,3,21,83.0,68.0,9.4,51,84,83
810,2017,3,22,72.0,58.0,10.1,62,72,72
811,2017,3,23,72.0,53.0,6.9,55,72,72
812,2017,3,24,75.0,45.0,4.5,43,74,74
813,2017,3,25,71.0,57.0,6.9,56,70,70
814,2017,3,26,73.0,48.0,2.9,50,72,72
815,2017,3,27,74.0,47.0,8.1,48,74,74
816,2017,3,28,73.0,49.0,9.8,36,72,72
817,2017,3,29,77.0,54.0,5.4,37,76,76
818,2017,3,30,81.0,45.0,16.1,40,81,80
819,2017,3,31,67.0,44.0,9.8,52,66,66
820,2017,4,1,76.0,55.0,7.4,46,76,76
821,2017,4,2,82.0,52.0,3.4,37,81,80
822,2017,4,3,74.0,51.0,5.8,51,74,74
823,2017,4,4,70.0,48.0,4.9,37,69,69
824,2017,4,5,75.0,51.0,3.4,30,74,74
825,2017,4,6,83.0,53.0,5.4,36,82,81
826,2017,4,7,82.0,67.0,10.5,26,80,79
827,2017,4,8,75.0,56.0,13.2,38,74,74
828,2017,4,9,68.0,49.0,5.4,28,67,67
829,2017,4,10,75.0,50.0,3.4,23,74,74
830,2017,4,11,79.0,53.0,4.3,28,78,78
831,2017,4,12,86.0,53.0,6.0,43,86,84
832,2017,4,13,82.0,61.0,13.4,48,82,81
833,2017,4,14,77.0,55.0,2.9,40,76,76
834,2017,4,15,80.0,59.0,3.8,27,80,79
835,2017,4,16,88.0,57.0,5.4,23,85,83
836,2017,4,17,81.0,69.0,9.8,38,80,79
837,2017,4,18,84.0,62.0,13.6,52,86,80
838,2017,4,19,81.0,60.0,3.6,46,81,80
839,2017,4,20,86.0,57.0,5.8,27,83,81
840,2017,4,21,80.0,61.0,7.2,27,80,79
841,2017,4,22,82.0,59.0,4.5,25,80,79
842,2017,4,23,89.0,62.0,11.4,26,86,80
843,2017,4,24,84.0,60.0,10.1,33,82,81
844,2017,4,25,78.0,62.0,7.6,27,78,78
845,2017,4,26,86.0,56.0,5.1,29,84,83
846,2017,4,27,84.0,68.0,8.7,28,82,81
847,2017,4,28,72.0,58.0,11.2,22,71,71
848,2017,4,29,78.0,55.0,8.5,28,78,78
849,2017,4,30,84.0,55.0,3.1,23,81,80
850,2017,5,1,88.0,64.0,4.3,22,85,84
851,2017,5,2,94.0,67.0,3.8,24,91,77
852,2017,5,3,90.0,71.0,6.5,24,87,86
853,2017,5,4,95.0,65.0,4.3,18,91,77
854,2017,5,5,99.0,69.0,7.4,20,96,77
855,2017,5,6,89.0,64.0,11.6,31,87,80
856,2017,5,7,64.0,53.0,4.7,39,63,62
857,2017,5,8,78.0,54.0,4.0,27,78,78
858,2017,5,9,78.0,55.0,7.4,45,78,78
859,2017,5,10,78.0,51.0,3.4,60,78,78
860,2017,5,11,87.0,63.0,3.8,46,88,87
861,2017,5,12,92.0,65.0,11.0,26,89,88
862,2017,5,13,83.0,63.0,4.9,23,81,80
863,2017,5,14,85.0,57.0,9.2,20,82,79
864,2017,5,15,76.0,60.0,9.2,40,76,76
865,2017,5,16,79.0,56.0,8.7,37,78,78
866,2017,5,17,79.0,58.0,9.2,32,78,78
867,2017,5,18,75.0,54.0,5.6,28,74,74
868,2017,5,19,80.0,52.0,4.3,23,80,79
869,2017,5,20,88.0,61.0,4.3,26,85,81
870,2017,5,21,96.0,63.0,2.2,17,92,78
871,2017,5,22,95.0,70.0,5.4,22,92,75
872,2017,5,23,100.0,73.0,4.0,16,96,74
873,2017,5,24,102.0,72.0,11.9,15,98,75
874,2017,5,25,98.0,73.0,14.5,22,96,76
875,2017,5,26,91.0,70.0,12.5,35,90,74
876,2017,5,27,91.0,71.0,4.0,25,88,79
877,2017,5,28,94.0,70.0,5.4,15,90,76
878,2017,5,29,99.0,70.0,3.8,12,93,75
879,2017,5,30,99.0,72.0,5.4,14,95,78
880,2017,5,31,97.0,71.0,7.8,18,93,74
881,2017,6,1,94.0,68.0,6.3,20,90,74
882,2017,6,2,97.0,67.0,3.1,14,92,78
883,2017,6,3,102.0,73.0,4.9,13,97,77
884,2017,6,4,104.0,76.0,8.1,19,102,77
885,2017,6,5,103.0,78.0,6.7,15,99,77
886,2017,6,6,104.0,73.0,7.2,16,101,74
887,2017,6,7,101.0,73.0,8.5,19,98,75
888,2017,6,8,100.0,75.0,10.3,17,96,77
889,2017,6,9,95.0,75.0,14.1,27,93,78
890,2017,6,10,93.0,71.0,15.2,33,93,76
891,2017,6,11,89.0,64.0,17.2,26,86,79
892,2017,6,12,80.0,58.0,8.5,27,80,79
893,2017,6,13,89.0,64.0,3.4,19,85,81
894,2017,6,14,97.0,69.0,2.9,10,89,87
895,2017,6,15,105.0,71.0,3.4,9,95,75
896,2017,6,16,106.0,78.0,3.1,9,96,77
897,2017,6,17,109.0,77.0,3.6,9,99,76
898,2017,6,18,110.0,85.0,4.5,16,109,76
899,2017,6,19,113.0,85.0,4.7,16,113,77
900,2017,6,20,116.0,85.0,4.5,14,115,75
901,2017,6,21,113.0,82.0,6.9,11,109,77
902,2017,6,22,114.0,81.0,6.0,12,111,78
903,2017,6,23,112.0,89.0,4.7,12,108,78
904,2017,6,24,112.0,88.0,6.3,10,107,75
905,2017,6,25,112.0,91.0,5.8,10,107,74
906,2017,6,26,109.0,87.0,12.8,10,101,77
907,2017,6,27,107.0,78.0,6.9,11,100,78
908,2017,6,28,106.0,77.0,8.9,12,100,78
909,2017,6,29,106.0,78.0,4.7,11,99,77
910,2017,6,30,106.0,79.0,3.1,11,99,76
911,2017,7,1,110.0,79.0,6.7,12,105,77
912,2017,7,2,105.0,79.0,8.3,14,101,74
913,2017,7,3,105.0,75.0,5.8,11,98,78
914,2017,7,4,107.0,75.0,4.3,10,99,76
915,2017,7,5,111.0,79.0,4.9,12,106,76
916,2017,7,6,113.0,85.0,2.2,14,111,76
917,2017,7,7,115.0,90.0,2.7,11,111,78
918,2017,7,8,112.0,90.0,4.5,16,112,78
919,2017,7,9,105.0,89.0,7.4,36,117,75
920,2017,7,10,104.0,87.0,4.9,29,109,74
921,2017,7,11,104.0,81.0,4.3,28,108,77
922,2017,7,12,105.0,81.0,3.1,27,109,76
923,2017,7,13,108.0,78.0,4.0,26,114,77
924,2017,7,14,110.0,83.0,3.8,17,109,74
925,2017,7,15,113.0,87.0,3.8,16,113,75
926,2017,7,16,109.0,88.0,6.9,26,116,76
927,2017,7,17,108.0,80.0,8.7,33,121,78
928,2017,7,18,108.0,79.0,8.3,34,122,75
929,2017,7,19,93.0,72.0,3.4,54,103,76
930,2017,7,20,99.0,79.0,4.5,43,109,75
931,2017,7,21,105.0,78.0,5.4,26,108,74
932,2017,7,22,107.0,84.0,3.1,22,109,78
933,2017,7,23,109.0,87.0,5.8,31,121,76
934,2017,7,24,98.0,84.0,6.7,48,111,76
935,2017,7,25,84.0,74.0,2.7,76,93,75
936,2017,7,26,98.0,76.0,3.6,60,123,77
937,2017,7,27,104.0,78.0,2.0,42,121,76
938,2017,7,28,107.0,82.0,4.9,30,116,77
939,2017,7,29,105.0,85.0,5.4,38,119,77
940,2017,7,30,104.0,72.0,3.4,31,110,77
941,2017,7,31,107.0,83.0,3.8,28,114,75
942,2017,8,1,109.0,82.0,3.8,31,121,78
943,2017,8,2,105.0,73.0,4.5,49,133,77
944,2017,8,3,98.0,74.0,5.1,57,119,78
945,2017,8,4,91.0,75.0,4.0,62,103,76
946,2017,8,5,99.0,74.0,2.5,56,122,78
947,2017,8,6,101.0,75.0,3.8,40,112,78
948,2017,8,7,101.0,80.0,3.1,35,108,77
949,2017,8,8,103.0,80.0,4.0,25,104,75
950,2017,8,9,106.0,80.0,5.8,23,108,78
951,2017,8,10,107.0,77.0,6.0,21,108,75
952,2017,8,11,101.0,79.0,4.0,29,103,74
953,2017,8,12,104.0,75.0,4.3,37,116,77
954,2017,8,13,104.0,70.0,7.6,26,107,78
955,2017,8,14,101.0,79.0,10.1,18,98,75
956,2017,8,15,95.0,79.0,5.1,30,94,77
957,2017,8,16,96.0,75.0,4.0,24,94,74
958,2017,8,17,100.0,76.0,3.1,21,98,75
959,2017,8,18,103.0,71.0,3.8,20,101,78
960,2017,8,19,102.0,76.0,5.8,19,100,74
961,2017,8,20,102.0,78.0,4.9,21,101,77
962,2017,8,21,92.0,70.0,3.4,36,92,78
963,2017,8,22,99.0,67.0,3.1,35,104,77
964,2017,8,23,100.0,77.0,4.0,27,101,76
965,2017,8,24,91.0,71.0,4.0,57,100,74
966,2017,8,25,101.0,73.0,2.7,39,111,74
967,2017,8,26,105.0,77.0,2.9,27,109,75
968,2017,8,27,109.0,84.0,2.7,18,109,75
969,2017,8,28,108.0,84.0,2.9,21,110,74
970,2017,8,29,108.0,83.0,4.0,22,110,78
971,2017,8,30,106.0,83.0,3.4,26,110,74
972,2017,8,31,102.0,82.0,4.7,30,106,75
973,2017,9,1,104.0,82.0,4.5,27,107,78
974,2017,9,2,105.0,83.0,6.0,25,108,76
975,2017,9,3,103.0,82.0,3.8,38,114,78
976,2017,9,4,103.0,82.0,3.1,36,113,78
977,2017,9,5,105.0,84.0,3.4,27,109,76
978,2017,9,6,100.0,84.0,3.6,39,108,74
979,2017,9,7,100.0,80.0,4.9,38,108,74
980,2017,9,8,85.0,69.0,3.8,53,87,82
981,2017,9,9,84.0,68.0,3.8,71,91,75
982,2017,9,10,94.0,72.0,4.3,52,104,78
983,2017,9,11,101.0,80.0,4.0,42,113,76
984,2017,9,12,102.0,78.0,4.3,39,113,76
985,2017,9,13,99.0,80.0,3.1,41,108,78
986,2017,9,14,89.0,75.0,8.3,38,89,80
987,2017,9,15,89.0,70.0,3.1,50,93,78
988,2017,9,16,89.0,72.0,4.0,31,87,80
989,2017,9,17,91.0,68.0,3.1,34,90,77
990,2017,9,18,94.0,69.0,8.1,33,94,74
991,2017,9,19,90.0,73.0,10.1,36,89,87
992,2017,9,20,91.0,67.0,10.3,37,91,74
993,2017,9,21,84.0,63.0,16.6,43,84,80
994,2017,9,22,75.0,57.0,2.9,32,74,74
995,2017,9,23,74.0,58.0,5.8,31,74,74
996,2017,9,24,74.0,54.0,4.3,29,73,73
997,2017,9,25,79.0,60.0,5.1,26,78,78
998,2017,9,26,81.0,63.0,6.5,27,80,79
999,2017,9,27,86.0,67.0,6.3,30,84,81
1000,2017,9,28,85.0,62.0,4.7,33,83,81
1001,2017,9,29,89.0,63.0,3.6,25,86,80
1002,2017,9,30,91.0,62.0,7.6,22,88,84
1003,2017,10,1,89.0,66.0,5.4,25,86,83
1004,2017,10,2,76.0,60.0,6.3,26,76,76
1005,2017,10,3,83.0,57.0,8.1,28,81,79
1006,2017,10,4,81.0,63.0,3.4,25,79,79
1007,2017,10,5,84.0,57.0,2.5,16,81,79
1008,2017,10,6,85.0,63.0,6.0,18,82,81
1009,2017,10,7,87.0,57.0,3.4,17,84,83
1010,2017,10,8,90.0,59.0,6.7,14,86,85
1011,2017,10,9,74.0,56.0,12.5,21,73,73
1012,2017,10,10,75.0,49.0,3.8,18,74,74
1013,2017,10,11,85.0,53.0,5.1,13,82,81
1014,2017,10,12,83.0,60.0,2.5,19,81,79
1015,2017,10,13,83.0,57.0,3.4,16,80,79
1016,2017,10,14,79.0,58.0,9.6,13,78,78
1017,2017,10,15,78.0,53.0,7.8,13,77,77
1018,2017,10,16,83.0,54.0,4.5,10,77,77
1019,2017,10,17,86.0,53.0,2.9,10,80,79
1020,2017,10,18,82.0,59.0,2.7,14,80,79
1021,2017,10,19,87.0,65.0,4.0,18,84,81
1022,2017,10,20,81.0,63.0,10.7,40,81,80
1023,2017,10,21,73.0,57.0,5.8,20,72,72
1024,2017,10,22,81.0,54.0,4.5,22,79,79
1025,2017,10,23,91.0,61.0,7.8,25,88,81
1026,2017,10,24,88.0,69.0,9.8,22,85,82
1027,2017,10,25,85.0,59.0,4.7,18,82,81
